Joint Number,Joint Length [ft],WT [in],"Distance to U/S GW 
[ft]","Distance to D/S GW 
[ft]","ILI Wheel Count 
[ft.]",Event Description,ID/OD,"Metal Loss Depth 
[%]","Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Width [in],"O'clock
[hh:mm]",Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2015
15600,36.076,0.344,17.103,18.973,56037.195,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,7.0,1.7,02:48:00,EXT ML ( NEAR SW ),1,N,N,5.97,206.991,02:36,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1430.6,1987.0,1298.8,1803.8,1408.3,1955.9,0.717,1.064,1.0,1.2,60.0,5.2129944,ft,177.79999999999998,in,43.18,in,16.0,60.0,gene,True,True,True,1731.837491076396
15610,40.367,0.344,,,56056.168,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,204.524,03:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15620,40.062,0.344,,,56096.539,Girth Weld,,,,,,,,,,,,,GIRTH WELD,7,,,5.97,201.705,06:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15620,40.062,0.344,6.699,33.363,56103.238,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,9.9,3.5,06:09:00,EXT ML ( ON SW ),7,N,N,5.97,201.804,06:04,0.628,CMFL,1025,65000,E.R. WELD,24,1341.6,1428.9,1984.5,1288.3,1789.3,1406.8,1953.9,0.717,1.068,1.0,1.2,180.0,2.0418552,ft,251.46,in,88.89999999999999,in,13.0,180.0,gene,True,True,True,417.2500301168871
15620,40.062,0.344,8.494,31.568,56105.033,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,7.1,2.2,06:05:00,EXT ML ( ON SW ),7,N,N,5.97,201.917,06:04,0.209,CMFL,1025,65000,E.R. WELD,24,1341.6,1424.5,1978.4,1297.2,1801.7,1408.7,1956.5,0.72,1.063,1.0,1.2,180.0,2.5889712,ft,180.33999999999997,in,55.88,in,16.0,180.0,gene,True,True,True,644.0555368856606
15620,40.062,0.344,9.547,30.515,56106.086,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,11.5,2.4,06:06:00,EXT ML ( ON SW ),7,N,N,5.97,201.983,06:04,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1439.4,1999.2,1285.5,1785.4,1432.7,1989.9,0.712,1.07,1.0,1.2,180.0,2.9099256000000002,ft,292.09999999999997,in,60.959999999999994,in,12.0,180.0,gene,True,True,True,777.1063439204897
15620,40.062,0.344,10.807,29.259,56107.343,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.1,1.9,06:03:00,EXT ML ( ON SW ),7,N,N,5.97,202.063,06:04,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1446.6,2009.2,1355.7,1883.0,1425.9,1980.5,0.709,1.08,1.0,1.2,180.0,3.2939736,ft,104.13999999999999,in,48.26,in,20.0,180.0,gene,True,True,True,936.3124378083196
15620,40.062,0.344,11.847,28.215,56108.386,Metal Loss,External,13.0,0.044,28.0,AXGR,20.0,,,,3.4,1.0,06:04:00,EXT ML ( ON SW ),7,N,N,5.97,202.128,06:04,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1496.8,2078.8,1426.9,1981.9,1486.8,2064.9,0.685,1.116,1.0,1.2,180.0,3.6109656,ft,86.36,in,25.4,in,13.0,180.0,axgr,True,True,True,1067.7206422871632
15620,40.062,0.344,13.573,26.493,56110.108,Metal Loss,External,26.0,0.089,41.0,GENE,15.0,,,,3.3,2.7,06:05:00,*EXT ML ( ON SW ),7,Y,Y,5.97,202.237,06:04,0.209,CMFL,1025,65000,E.R. WELD,24,1341.6,1443.8,2005.3,1361.6,1891.2,1421.0,1973.7,0.71,1.076,0.8,1.0,180.0,4.137050400000001,ft,83.82,in,68.58,in,26.0,180.0,gene,True,True,True,1285.8077201049366
15620,40.062,0.344,20.226,19.839,56116.762,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.2,1.7,05:52:00,EXT ML ( NEAR SW ),7,N,N,5.97,202.655,06:04,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1484.9,2062.3,1380.7,1917.6,1473.0,2045.9,0.69,1.105,1.0,1.2,150.0,6.1648848,ft,132.07999999999998,in,43.18,in,11.0,150.0,gene,True,True,True,2126.4411666412316
15630,28.497,0.344,,,56136.601,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,203.903,04:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15630,28.497,0.344,,,56147.211,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,204.487,04:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15640,40.085,0.344,,,56165.098,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,205.429,08:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15650,30.63,0.344,,,56205.184,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,206.32,09:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15660,40.046,0.344,,,56235.81,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,206.113,04:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15670,26.437,0.344,,,56275.856,Girth Weld,,,,,,,,,,,,,GIRTH WELD,10,,,5.97,204.402,02:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15670,26.437,0.344,0.981,25.456,56276.837,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,5.0,4.2,02:41:00,EXT ML ( ON SW ),10,N,N,5.97,204.358,02:44,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1452.0,2016.7,1348.9,1873.4,1437.0,1995.8,0.706,1.083,1.0,1.2,60.0,0.2990088,ft,127.0,in,106.67999999999999,in,16.0,60.0,gene,True,True,True,-305.2423864312167
15670,26.437,0.344,2.979,23.458,56278.835,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,6.1,3.2,02:41:00,EXT ML ( ON SW ),10,N,N,5.97,204.252,02:44,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1436.2,1994.7,1320.3,1833.8,1414.6,1964.8,0.714,1.072,1.0,1.2,60.0,0.9079992000000001,ft,154.93999999999997,in,81.28,in,16.0,60.0,gene,True,True,True,-52.78700898051511
15670,26.437,0.344,3.855,22.582,56279.711,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,8.2,3.0,02:39:00,EXT ML ( ON SW ),10,N,N,5.97,204.184,02:44,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1416.1,1966.7,1278.6,1775.8,1391.1,1932.1,0.724,1.056,1.0,1.2,60.0,1.1750040000000002,ft,208.27999999999997,in,76.19999999999999,in,16.0,60.0,gene,True,True,True,57.8991324843571
15670,26.437,0.344,6.063,20.374,56281.919,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,14.1,3.9,02:41:00,EXT ML ( ON SW ),10,N,N,5.97,204.012,02:44,0.209,CMFL,1025,65000,E.R. WELD,24,1341.6,1404.3,1950.5,1248.2,1733.7,1395.6,1938.3,0.73,1.05,1.0,1.2,60.0,1.8480024,ft,358.14,in,99.05999999999999,in,14.0,60.0,gene,True,True,True,336.8888589163635
15670,26.437,0.344,7.569,18.868,56283.425,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,11.2,3.0,02:35:00,EXT ML ( ON SW ),10,N,N,5.97,203.894,02:44,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1389.8,1930.3,1234.6,1714.7,1370.6,1903.7,0.738,1.035,1.0,1.2,60.0,2.3070312,ft,284.47999999999996,in,76.19999999999999,in,17.0,60.0,gene,True,True,True,527.1780473251506
15670,26.437,0.344,10.22,16.217,56286.076,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,10.3,2.8,02:46:00,EXT ML ( ON SW ),10,N,N,5.97,203.688,02:44,0.209,CMFL,1025,65000,E.R. WELD,24,1341.6,1408.0,1955.5,1264.0,1755.5,1381.9,1919.2,0.728,1.053,1.0,1.2,60.0,3.1150560000000005,ft,261.62,in,71.11999999999999,in,15.0,60.0,gene,True,True,True,862.142614703434
15670,26.437,0.344,11.781,14.656,56287.638,Metal Loss,External,13.0,0.044,28.0,GENE,15.0,,,,5.6,2.9,02:39:00,*EXT ML ( ON SW ),10,Y,Y,5.97,203.566,02:44,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1462.0,2030.5,1355.6,1882.8,1445.6,2007.7,0.701,1.092,0.8,1.0,60.0,3.5908488000000003,ft,142.23999999999998,in,73.66,in,13.0,60.0,gene,True,True,True,1059.3812754644675
15670,26.437,0.344,14.836,11.601,56290.692,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,8.6,3.6,02:34:00,EXT ML ( ON SW ),10,N,N,5.97,203.328,02:44,1.676,CMFL,1025,65000,E.R. WELD,24,1341.6,1445.7,2007.9,1312.0,1822.2,1427.6,1982.8,0.709,1.08,1.0,1.2,60.0,4.522012800000001,ft,218.43999999999997,in,91.44,in,12.0,60.0,gene,True,True,True,1445.3928761210707
15670,26.437,0.344,16.742,9.695,56292.598,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,7.9,1.7,02:26:00,EXT ML,10,N,N,5.97,203.18,02:44,1.885,CMFL,1025,65000,E.R. WELD,24,1341.6,1422.0,1975.0,1284.1,1783.5,1398.2,1941.9,0.721,1.058,1.0,1.2,60.0,5.1029616,ft,200.66,in,43.18,in,16.0,60.0,gene,True,True,True,1686.223681637105
15670,26.437,0.344,18.392,8.045,56294.249,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,7.9,1.9,02:16:00,EXT ML,10,N,N,5.97,203.051,02:44,2.932,CMFL,1025,65000,E.R. WELD,24,1341.6,1468.9,2040.1,1339.7,1860.7,1454.3,2019.8,0.698,1.095,1.0,1.2,60.0,5.6058816,ft,200.66,in,48.26,in,10.0,60.0,gene,True,True,True,1894.7078522045013
15680,40.108,0.344,,,56302.293,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,202.424,09:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15690,21.709,0.344,,,56342.402,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,199.258,10:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15690,21.709,0.344,,,56353.579,Field Bend,,,,,,,,,,,,,BEND-COLD LEFT,0,,,5.97,198.352,10:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15700,40.105,0.344,,,56364.111,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,197.493,12:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15700,40.105,0.344,,,56376.434,Field Bend,,,,,,,,,,,,,BEND-COLD LEFT,0,,,5.97,196.792,12:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15710,23.684,0.344,,,56404.219,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,195.386,10:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15720,40.02,0.344,,,56427.904,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,194.509,08:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15720,40.02,0.344,,,56442.651,Field Bend,,,,,,,,,,,,,BEND-COLD UNDER,0,,,5.97,194.267,08:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15730,20.348,0.344,,,56467.923,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,193.951,07:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15740,38.917,0.344,,,56488.271,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,194.201,11:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15750,21.148,0.344,,,56527.188,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,194.97,10:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15750,21.148,0.344,10.338,10.807,56537.53,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,4.6,3.5,05:33:00,EXT ML,1,N,N,5.97,195.146,10:04,28.274,CMFL,1025,65000,E.R. WELD,24,1341.6,1453.5,2018.8,1356.1,1883.5,1434.8,1992.8,0.705,1.084,1.0,1.2,150.0,3.1510224,ft,116.83999999999999,in,88.89999999999999,in,17.0,150.0,gene,True,True,True,877.0523917500718
15760,40.187,0.344,,,56548.337,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,195.32,07:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15760,40.187,0.344,26.184,14.003,56574.521,Seam Weld Manufacturing Anomaly,,,,,,,,,,2.8,,07:08:00,SWA,1,N,N,5.97,194.735,07:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,210.0,7.980883200000001,ft,71.11999999999999,in,,in,,210.0,,True,False,False,2879.258553453684
15760,40.187,0.344,,,56576.631,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,1,,,5.97,194.679,07:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15770,19.626,0.344,,,56588.524,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,194.366,08:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15770,19.626,0.344,,,56596.207,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,193.43,08:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15780,40.167,0.344,,,56608.15,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,191.429,02:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15780,40.167,0.344,0.722,39.446,56608.871,Metal Loss,External,15.0,0.052,30.0,PITT,20.0,,,,1.9,1.0,06:24:00,EXT ML,1,N,N,5.97,191.307,02:04,27.227,CMFL,1025,65000,E.R. WELD,24,1341.6,1521.8,2113.6,1488.5,2067.3,1516.4,2106.1,0.674,1.134,0.6,1.2,180.0,0.2200656,ft,48.26,in,25.4,in,15.0,180.0,corrosion,True,True,True,-337.96808350815945
15780,40.167,0.344,,,56628.973,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,1,,,5.97,185.909,02:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15790,20.138,0.344,,,56648.317,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,180.524,12:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15800,39.977,0.344,,,56668.455,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,173.268,08:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15810,25.594,0.344,,,56708.432,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,157.814,08:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15810,25.594,0.344,5.089,20.505,56713.524,Seam Weld Anomaly - B,,32.0,0.11,52.0,,20.0,,,,1.7,,08:16:00,*SWF B,1,Y,Y,5.97,155.888,08:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,1.0,,240.0,1.5511272000000003,ft,43.18,in,,in,32.0,240.0,,True,True,False,213.8200212602158
15820,30.289,0.344,,,56734.029,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,148.304,12:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15820,30.289,0.344,0.322,29.967,56734.35,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,2.4,1.7,04:51:00,EXT ML,1,N,N,5.97,148.185,12:56,24.714,CMFL,1025,65000,E.R. WELD,24,1341.6,1514.0,2102.7,1468.4,2039.4,1507.2,2093.3,0.677,1.129,1.0,1.2,120.0,0.09814560000000001,ft,60.959999999999994,in,43.18,in,14.0,120.0,gene,True,True,True,-388.509700615407
15830,29.39,0.344,,,56764.318,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,137.836,11:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15830,29.39,0.344,24.948,4.442,56789.265,Metal Loss Manufacturing Anomaly,Internal,34.0,0.117,,GENE,,,,,1.2,1.8,05:42:00,*INT MFG,1,Y,Y,5.97,129.875,11:40,37.49,CMFL,1025,65000,E.R. WELD,24,1341.6,1515.5,2104.8,1492.4,2072.8,1532.5,2128.4,0.676,1.13,,,150.0,7.604150400000001,ft,30.479999999999997,in,45.72,in,34.0,150.0,gene,True,True,True,2723.084956592289
15840,39.849,0.344,,,56793.707,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,128.47,10:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15840,39.849,0.344,,,56816.047,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,120.299,10:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15850,31.719,0.344,,,56833.556,Girth Weld,,,,,,,,,,,,,GIRTH WELD,8,,,5.97,113.787,09:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15850,31.719,0.344,7.247,24.472,56840.801,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,3.5,2.8,07:01:00,EXT ML,8,N,N,5.97,110.37,09:44,16.965,CMFL,1025,65000,E.R. WELD,24,1341.6,1496.0,2077.8,1425.3,1979.6,1485.8,2063.7,0.685,1.116,1.0,1.2,210.0,2.2088856,ft,88.89999999999999,in,71.11999999999999,in,13.0,210.0,gene,True,True,True,486.49204555381624
15850,31.719,0.344,7.5,24.219,56841.053,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,5.8,2.7,09:19:00,EXT ML,8,N,N,5.97,110.238,09:44,2.513,CMFL,1025,65000,E.R. WELD,24,1341.6,1430.5,1986.8,1310.6,1820.2,1407.6,1955.0,0.717,1.064,1.0,1.2,270.0,2.286,ft,147.32,in,68.58,in,18.0,270.0,gene,True,True,True,518.4596183741503
15850,31.719,0.344,8.159,23.556,56841.716,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,8.8,4.8,09:13:00,EXT ML ( NEAR SW ),8,N,N,5.97,109.892,09:44,3.142,CMFL,1025,65000,E.R. WELD,24,1341.6,1419.6,1971.6,1280.7,1778.8,1424.1,1977.9,0.722,1.059,1.0,1.2,270.0,2.4868632,ft,223.52,in,121.91999999999999,in,15.0,270.0,gene,True,True,True,601.7269325583409
15850,31.719,0.344,8.858,22.858,56842.415,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,22.7,7.4,02:48:00,EXT ML,8,N,N,5.97,109.526,09:44,31.835,CMFL,1025,65000,E.R. WELD,24,1341.6,1352.9,1879.0,1176.1,1633.5,1378.7,1914.8,0.758,1.006,1.0,1.2,60.0,2.6999184000000005,ft,576.5799999999999,in,187.96,in,18.0,60.0,gene,True,True,True,690.0484084532561
15850,31.719,0.344,9.065,22.651,56842.621,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,32.2,9.3,10:06:00,EXT ML ( ON SW ),8,N,N,5.97,109.418,09:44,6.283,CMFL,1025,65000,E.R. WELD,24,1341.6,1266.0,1758.3,1083.9,1505.5,1303.0,1809.8,0.81,0.945,1.0,1.2,300.0,2.763012,ft,817.88,in,236.22,in,24.0,300.0,gene,True,True,True,716.2036953062563
15850,31.719,0.344,9.068,22.648,56842.625,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,6.9,4.1,04:33:00,EXT ML,8,N,N,5.97,109.416,09:44,33.72,CMFL,1025,65000,E.R. WELD,24,1341.6,1444.8,2006.7,1319.1,1832.1,1441.6,2002.3,0.71,1.077,1.0,1.2,120.0,2.7639264,ft,175.26,in,104.13999999999999,in,14.0,120.0,gene,True,True,True,716.5827574345608
15850,31.719,0.344,,,56844.662,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,8,,,5.97,108.349,09:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15850,31.719,0.344,11.975,19.741,56845.531,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,3.4,2.0,10:29:00,EXT ML,8,N,N,5.97,107.894,09:44,4.817,CMFL,1025,65000,E.R. WELD,24,1341.6,1428.7,1984.3,1341.2,1862.7,1402.2,1947.5,0.718,1.065,1.0,1.2,300.0,3.6499800000000002,ft,86.36,in,50.8,in,28.0,300.0,gene,True,True,True,1083.8939597614824
15850,31.719,0.344,12.575,19.14,56846.132,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,19.4,3.7,10:23:00,EXT ML,8,N,N,5.97,107.58,09:44,4.189,CMFL,1025,65000,E.R. WELD,24,1341.6,1292.7,1795.4,1112.4,1545.0,1339.6,1860.6,0.793,0.96,1.0,1.2,300.0,3.83286,ft,492.75999999999993,in,93.98,in,24.0,300.0,gene,True,True,True,1159.7063854223538
15860,15.486,0.5,,,56865.272,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,97.558,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15860,15.486,0.5,,,56872.995,Bend,,,,,,,,,,,,,BEND-HOT PULLED - 6.5D - 46° UNDER,0,,,4.14,96.095,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15870,40.213,0.344,,,56880.758,Girth Weld,,,,,,,,,,,,,GIRTH WELD NWT 0.500/0.344IN,0,,,5.97,95.864,12:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15870,40.213,0.344,,,56904.055,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,0,,,5.97,105.123,12:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15880,17.536,0.344,,,56920.971,Girth Weld,,,,,,,,,,,,,GIRTH WELD,3,,,5.97,112.709,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15880,17.536,0.344,,,56927.812,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,3,,,5.97,114.989,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15880,17.536,0.344,16.739,0.794,56937.71,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,9.4,8.3,01:31:00,EXT ML ( NEAR GW ),3,N,N,5.97,117.631,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1388.6,1928.6,1241.9,1724.9,1395.0,1937.6,0.738,1.036,1.0,1.2,30.0,5.1020472,ft,238.76,in,210.82,in,18.0,30.0,gene,True,True,True,1685.8446195088009
15880,17.536,0.344,17.1,0.433,56938.071,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.5,2.1,09:33:00,EXT ML,3,N,N,5.97,117.728,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1521.8,2113.7,1496.2,2078.1,1516.1,2105.6,0.674,1.134,1.0,1.2,270.0,5.21208,ft,38.099999999999994,in,53.339999999999996,in,22.0,270.0,gene,True,True,True,1731.4584289480918
15880,17.536,0.344,17.392,0.141,56938.363,Metal Loss,External,18.0,0.062,33.0,GENE,25.0,,,,2.0,2.3,06:23:00,EXT ML ( ON GW ),3,N,N,5.97,117.806,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1514.1,2102.9,1476.2,2050.2,1507.0,2093.1,0.677,1.128,1.2,1.4,180.0,5.3010816,ft,50.8,in,58.419999999999995,in,18.0,180.0,gene,True,True,True,1768.353809436382
15890,40.135,0.344,,,56938.504,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,117.844,10:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
15890,40.135,0.344,1.007,39.127,56939.511,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.6,2.0,06:35:00,EXT ML,1,N,N,5.97,118.113,10:20,23.457,CMFL,1025,65000,E.R. WELD,24,1341.6,1526.8,2120.6,1501.7,2085.6,1522.4,2114.5,0.671,1.138,1.0,1.2,180.0,0.3069336,ft,40.64,in,50.8,in,16.0,180.0,gene,True,True,True,-301.9571813192456
15890,40.135,0.344,,,56969.16,Field Bend,,,,,,,,,,,,,BEND-COLD OVER,1,,,5.97,123.639,10:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
