J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2007
13840.0,40.14,0.344,,,49408.57,GirthWeld,,,,,,,,,,,0.7,209.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15059.732136,ft,,in,,in,,,,False,False,False,15093.516637079394
13850.0,40.11,0.344,,,49448.71,GirthWeld,,,,,,,,,,,0.7,207.37,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15071.966808000001,ft,,in,,in,,,,False,False,False,15105.757064331001
13860.0,39.84,0.344,,,49488.82,GirthWeld,,,,,,,,,,,0.7,205.53,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15084.192336,ft,,in,,in,,,,False,False,False,15117.988343281222
13870.0,40.15,0.344,,,49528.66,GirthWeld,,,,,,,,,,,0.7,203.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15096.335568000002,ft,,in,,in,,,,False,False,False,15130.137287518992
13880.0,40.14,0.344,,,49568.8,GirthWeld,,,,,,,,,,,0.7,201.83,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15108.570240000001,ft,,in,,in,,,,False,False,False,15142.377714770597
13890.0,38.96,0.344,,,49608.95,GirthWeld,,,,,,,,,,,0.7,201.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15120.80796,ft,,in,,in,,,,False,False,False,15154.621191455997
13900.0,40.1,0.344,,,49647.91,GirthWeld,,,,,,,,,,,0.7,201.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15132.682968000001,ft,,in,,in,,,,False,False,False,15166.501785519838
13910.0,40.13,0.344,,,49688.01,GirthWeld,,,,,,,,,,,0.7,202.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15144.905448000001,ft,,in,,in,,,,False,False,False,15178.730015036266
13920.0,40.1,0.344,,,49728.14,GirthWeld,,,,,,,,,,,0.7,203.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15157.137072000001,ft,,in,,in,,,,False,False,False,15190.967392854078
13930.0,40.04,0.344,,,49768.24,GirthWeld,,,,,,,,,,,0.7,204.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15169.359552,ft,,in,,in,,,,False,False,False,15203.195622370506
13940.0,40.03,0.344,,,49808.28,GirthWeld,,,,,,,,,,,0.7,205.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15181.563744000001,ft,,in,,in,,,,False,False,False,15215.405555284166
13950.0,40.02,0.344,,,49848.31,GirthWeld,,,,,,,,,,,0.7,205.15,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15193.764888,ft,,in,,in,,,,False,False,False,15227.61243876403
13960.0,40.01,0.344,,,49888.33,GirthWeld,,,,,,,,,,,0.7,203.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15205.962984000002,ft,,in,,in,,,,False,False,False,15239.816272810103
13970.0,40.08,0.344,,,49928.34,GirthWeld,,,,,,,,,,,1.0,199.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15218.158032,ft,,in,,in,,,,False,False,False,15252.017057422378
13980.0,40.07,0.344,,,49968.41,GirthWeld,,,,,,,,,,,0.7,194.52,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15230.371368000002,ft,,in,,in,,,,False,False,False,15264.236138637423
13990.0,40.13,0.344,,,50008.49,GirthWeld,,,,,,,,,,,0.7,188.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15242.587752,ft,,in,,in,,,,False,False,False,15276.45826928626
14000.0,40.11,0.344,,,50048.62,GirthWeld,,,,,,,,,,,0.7,183.24,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15254.819376000001,ft,,in,,in,,,,False,False,False,15288.695647104074
14010.0,40.08,0.344,,,50088.73,GirthWeld,,,,,,,,,,,1.0,178.04,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15267.044904000002,ft,,in,,in,,,,False,False,False,15300.926926054297
14020.0,40.04,0.344,,,50128.81,GirthWeld,,,,,,,,,,2.0,0.7,173.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15279.261288,ft,,in,,in,,,,False,False,False,15313.149056703132
14020.0,,0.344,-39.57,0.47,50168.38,metal loss,External,10.0,0.034,,,1.22,0.87,06:40:00,,,0.7,166.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,15291.322224,ft,30.987999999999996,in,22.098,in,10.0,180.0,,True,True,False,15325.215666228445
14020.0,,0.344,-39.57,0.47,50168.38,metal loss,External,23.0,0.079,,,0.71,1.38,05:22:00,,,0.7,166.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.96,2041.0,1541.58,2140.44,1542.1,2141.17,0.75,1.85,150.0,15291.322224,ft,18.034,in,35.05199999999999,in,23.0,150.0,,True,True,False,15325.215666228445
14030.0,40.18,0.344,,,50168.85,GirthWeld,,,,,,,,,,,0.7,166.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15291.46548,ft,,in,,in,,,,False,False,False,15325.358989616794
14040.0,40.04,0.344,,,50209.02,GirthWeld,,,,,,,,,,4.0,0.7,159.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15303.709295999999,ft,,in,,in,,,,False,False,False,15337.608565169783
14040.0,,0.344,-37.63,2.41,50246.66,metal loss,External,11.0,0.038,,,1.14,1.89,09:40:00,,,0.7,148.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,270.0,15315.181968000003,ft,28.955999999999996,in,48.00599999999999,in,11.0,270.0,,True,True,False,15349.086633972736
14040.0,,0.344,-37.83,2.21,50246.85,metal loss,External,18.0,0.062,,,0.79,2.52,07:09:00,,,0.7,148.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.54,2041.81,,,,,,,210.0,15315.239880000001,ft,20.066,in,64.008,in,18.0,210.0,,True,True,False,15349.144573214833
14040.0,,0.344,-37.86,2.18,50246.88,metal loss,External,22.0,0.076,,,0.71,1.5,08:00:00,,,0.7,148.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.28,2041.44,1541.95,2140.96,1542.4,2141.58,0.75,1.85,240.0,15315.249024,ft,18.034,in,38.099999999999994,in,22.0,240.0,,True,True,False,15349.153721516217
14040.0,,0.344,-37.94,2.1,50246.97,metal loss,External,24.0,0.083,,,0.63,1.14,11:19:00,,,0.7,148.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.06,2042.53,1542.79,2142.13,1543.26,2142.78,0.75,1.85,330.0,15315.276456000001,ft,16.002,in,28.955999999999996,in,24.0,330.0,,True,True,False,15349.181166420369
14050.0,9.66,0.5,,,50249.06,GirthWeld,,,,,,,,,,,0.7,147.95,,,,1160.0,60000.0,,1800.0,,,,,,,,,,15315.913488,ft,,in,,in,,,,False,False,False,15349.818498083443
14050.0,,,,,50254.44,Bend,,,,,,,,,5.9D -  26° - Sag,,,146.87,,,,,,,,,,,,,,,,,15317.553312000002,ft,,in,,in,,,,False,False,False,15351.459093464951
14060.0,40.54,0.344,,,50258.72,GirthWeld,,,,,,,,,,33.0,0.7,147.83,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15318.857856,ft,,in,,in,,,,False,False,False,15352.764251129047
14060.0,,0.344,-0.88,39.67,50259.59,metal loss,External,13.0,0.045,,,0.67,2.52,06:46:00,,,0.7,148.05,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.24,2045.55,,,,,,,180.0,15319.123032,ft,17.018,in,64.008,in,13.0,180.0,,True,True,False,15353.029551869178
14060.0,,0.344,-6.05,34.49,50264.77,metal loss,External,14.0,0.048,,,1.34,1.77,10:56:00,,,0.7,149.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.52,2033.45,,,,,,,300.0,15320.701896,ft,34.036,in,44.958,in,14.0,300.0,,True,True,False,15354.609158574793
14060.0,,0.344,-7.47,33.07,50266.19,metal loss,External,11.0,0.038,,,1.5,2.28,10:51:00,,,0.7,149.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,15321.134712000001,ft,38.099999999999994,in,57.91199999999999,in,11.0,300.0,,True,True,False,15355.04217817363
14060.0,,0.344,-9.05,31.5,50267.77,metal loss,External,14.0,0.048,,,1.81,1.89,11:06:00,,,0.7,150.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.85,2022.8,,,,,,,330.0,15321.616296,ft,45.974,in,48.00599999999999,in,14.0,330.0,,True,True,False,15355.523988713177
14060.0,,0.344,-10.4,30.15,50269.11,metal loss,External,13.0,0.045,,,1.3,1.97,08:43:00,,,0.7,150.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.1,2035.64,,,,,,,240.0,15322.024728,ft,33.019999999999996,in,50.038,in,13.0,240.0,,True,True,False,15355.932612841658
14060.0,,0.344,-10.56,29.98,50269.28,metal loss,External,12.0,0.041,,,1.69,2.01,11:04:00,,,0.7,150.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,330.0,15322.076544,ft,42.925999999999995,in,51.053999999999995,in,12.0,330.0,,True,True,False,15355.984453216166
14060.0,,0.344,-10.85,29.69,50269.57,metal loss,External,11.0,0.038,,,0.51,1.1,08:45:00,,,0.7,150.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15322.164936000001,ft,12.953999999999999,in,27.94,in,11.0,240.0,,True,True,False,15356.072886796212
14060.0,,0.344,-10.85,29.69,50269.57,metal loss,External,11.0,0.038,,,1.18,1.58,11:02:00,,,0.7,150.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,330.0,15322.164936000001,ft,29.971999999999998,in,40.132,in,11.0,330.0,,True,True,False,15356.072886796212
14060.0,,0.344,-10.95,29.59,50269.67,metal loss,External,12.0,0.041,,,1.38,1.42,08:37:00,,,0.7,150.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15322.195416,ft,35.05199999999999,in,36.068,in,12.0,240.0,,True,True,False,15356.103381134157
14060.0,,0.344,-11.15,29.39,50269.87,metal loss,External,10.0,0.034,,,1.22,1.61,04:12:00,,,0.7,150.69,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,15322.256376000001,ft,30.987999999999996,in,40.894,in,10.0,120.0,,True,True,False,15356.164369810049
14060.0,,0.344,-11.72,28.82,50270.44,metal loss,External,10.0,0.034,,,1.1,1.58,08:38:00,,,0.7,150.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15322.430112000002,ft,27.94,in,40.132,in,10.0,240.0,,True,True,False,15356.338187536343
14060.0,,0.344,-11.83,28.71,50270.55,metal loss,External,10.0,0.034,,,2.01,2.6,10:34:00,,,0.7,150.85,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,15322.463640000002,ft,51.053999999999995,in,66.03999999999999,in,10.0,300.0,,True,True,False,15356.371731308085
14060.0,,0.344,-12.26,28.29,50270.98,metal loss,External,12.0,0.041,,,0.94,1.38,08:33:00,,,0.7,150.94,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15322.594704000001,ft,23.875999999999998,in,35.05199999999999,in,12.0,240.0,,True,True,False,15356.502856961251
14060.0,,0.344,-12.56,27.99,50271.28,metal loss,External,17.0,0.058,,,1.26,1.97,08:45:00,,,0.7,151.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.29,2031.74,,,,,,,240.0,15322.686144000001,ft,32.004,in,50.038,in,17.0,240.0,,True,True,False,15356.59433997509
14060.0,,0.344,-13.08,27.46,50271.8,metal loss,External,13.0,0.045,,,1.22,1.65,11:06:00,,,0.7,151.13,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.24,2037.22,,,,,,,330.0,15322.844640000001,ft,30.987999999999996,in,41.91,in,13.0,330.0,,True,True,False,15356.752910532412
14060.0,,0.344,-13.1,27.45,50271.82,metal loss,External,17.0,0.058,,,1.53,2.28,08:44:00,,,0.7,151.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.97,2024.36,,,,,,,240.0,15322.850736,ft,38.862,in,57.91199999999999,in,17.0,240.0,,True,True,False,15356.759009399999
14060.0,,0.344,-13.35,27.19,50272.07,metal loss,External,15.0,0.052,,,1.38,1.61,11:07:00,,,0.7,151.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.2,2031.62,,,,,,,330.0,15322.926936,ft,35.05199999999999,in,40.894,in,15.0,330.0,,True,True,False,15356.835245244865
14060.0,,0.344,-13.67,26.88,50272.39,metal loss,External,21.0,0.072,,,0.87,1.42,08:46:00,,,0.7,151.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.78,2037.98,1539.17,2137.1,1539.74,2137.9,0.75,1.84,240.0,15323.024472000001,ft,22.098,in,36.068,in,21.0,240.0,,True,True,False,15356.932827126293
14060.0,,0.344,-13.85,26.7,50272.56,cluster,External,18.0,0.062,,,2.42,6.58,10:58:00,,,0.7,151.3,,,,1160.0,65000.0,,1342.0,1436.29,1994.25,,,,,,,300.0,15323.076288,ft,61.467999999999996,in,167.132,in,18.0,300.0,,True,True,False,15356.984667500801
14060.0,,0.344,-13.88,26.66,50272.6,cluster,External,24.0,0.083,,,1.72,1.55,08:31:00,,,0.7,151.31,,,,1160.0,65000.0,,1342.0,1443.26,2003.93,1510.78,2097.68,1520.76,2111.54,0.77,1.81,240.0,15323.08848,ft,43.687999999999995,in,39.37,in,24.0,240.0,,True,True,False,15356.99686523598
14060.0,,0.344,-14.47,26.08,50273.19,metal loss,External,11.0,0.038,,,0.47,0.75,08:43:00,,,0.7,151.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15323.268312000002,ft,11.937999999999999,in,19.049999999999997,in,11.0,240.0,,True,True,False,15357.176781829865
14060.0,,0.344,-14.47,26.07,50273.19,metal loss,External,14.0,0.048,,,2.24,0.59,08:55:00,,,0.7,151.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,1449.32,2012.34,,,,,,,240.0,15323.268312000002,ft,56.896,in,14.985999999999999,in,14.0,240.0,,True,True,False,15357.176781829865
14060.0,,0.344,-14.55,25.99,50273.27,metal loss,External,12.0,0.041,,,0.83,0.91,08:39:00,,,0.7,151.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,15323.292696,ft,21.081999999999997,in,23.114,in,12.0,240.0,,True,True,False,15357.20117730022
14060.0,,0.344,-14.56,25.98,50273.28,metal loss,External,18.0,0.062,,,0.79,1.26,09:18:00,,,0.7,151.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.54,2041.81,,,,,,,270.0,15323.295744000001,ft,20.066,in,32.004,in,18.0,270.0,,True,True,False,15357.204226734015
14060.0,,,,,50273.51,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #36 Recoat,,,151.5,,,,,,,,,,,,,,,,180.0,15323.365848000001,ft,,in,,in,,180.0,,True,False,False,15357.27436371129
14060.0,,0.344,-14.96,25.58,50273.68,metal loss,External,17.0,0.058,,,0.71,1.3,08:42:00,Recoat,,0.7,151.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.79,2043.55,,,,,,,240.0,15323.417664,ft,18.034,in,33.019999999999996,in,17.0,240.0,,True,True,False,15357.326204085799
14060.0,,0.344,-15.44,25.1,50274.16,metal loss,External,16.0,0.055,,,1.3,1.61,04:14:00,Recoat,,0.7,151.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.51,2032.05,,,,,,,120.0,15323.563968000002,ft,33.019999999999996,in,40.894,in,16.0,120.0,,True,True,False,15357.472576907943
14060.0,,0.344,-16.02,24.53,50274.74,metal loss,External,11.0,0.038,,,0.67,1.22,01:57:00,Recoat,,0.7,151.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,15323.740752,ft,17.018,in,30.987999999999996,in,11.0,30.0,,True,True,False,15357.649444068029
14060.0,,0.344,-16.29,24.25,50275.01,metal loss,External,20.0,0.069,,,2.17,1.58,02:43:00,Recoat,,0.7,151.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,1438.24,1996.95,1504.84,2089.43,1507.08,2092.54,0.77,1.8,60.0,15323.823048000002,ft,55.117999999999995,in,40.132,in,20.0,60.0,,True,True,False,15357.731778780486
14060.0,,0.344,-16.6,23.94,50275.32,metal loss,External,19.0,0.065,,,2.21,1.18,02:08:00,Recoat,,0.7,151.87,,MFL-A/XT,,1160.0,65000.0,,1342.0,1439.48,1998.68,,,,,,,60.0,15323.917536,ft,56.13399999999999,in,29.971999999999998,in,19.0,60.0,,True,True,False,15357.826311228117
14060.0,,0.344,-16.69,23.86,50275.41,metal loss,External,18.0,0.062,,,1.22,1.53,04:06:00,Recoat,,0.7,151.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.13,2031.51,,,,,,,120.0,15323.944968000002,ft,30.987999999999996,in,38.862,in,18.0,120.0,,True,True,False,15357.85375613227
14060.0,,0.344,-16.97,23.57,50275.69,metal loss,External,10.0,0.034,,,1.06,1.26,04:08:00,Recoat,,0.7,151.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,15324.030312,ft,26.924,in,32.004,in,10.0,120.0,,True,True,False,15357.939140278519
14060.0,,0.344,-17.03,23.52,50275.75,metal loss,External,11.0,0.038,,,0.63,0.98,04:38:00,Recoat,,0.7,151.96,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,15324.0486,ft,16.002,in,24.892,in,11.0,120.0,,True,True,False,15357.957436881285
14060.0,,,,,50276.01,Area Start Sleeve,,,,,,,,,2012 Dig #36,,,152.01,,,,,,,,,,,,,,,,,15324.127848000002,ft,,in,,in,,,,False,False,False,15358.036722159946
14060.0,,,,,50280.84,Area End Sleeve,,,,,,,,,2012 Dig #36,,,152.86,,,,,,,,,,,,,,,,,15325.600032,ft,,in,,in,,,,False,False,False,15359.509598682747
14060.0,,,,,50282.01,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00,,,153.05,,,,,,,,,,,,,,,,,15325.956648000001,ft,,in,,in,,,,False,False,False,15359.86638243672
14060.0,,0.344,-24.17,16.37,50282.89,metal loss,External,59.0,0.203,,,0.67,1.14,04:58:00,Repaired?,,0.7,153.18,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.2,2021.89,1522.89,2114.49,1527.88,2121.42,0.76,1.82,120.0,15326.224872,ft,17.018,in,28.955999999999996,in,59.0,120.0,,True,True,False,15360.134732610644
14060.0,,,,,50283.46,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00,,,153.26,,,,,,,,,,,,,,,,,15326.398608000001,ft,,in,,in,,,,False,False,False,15360.308550336938
14060.0,,,,,50284.59,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #36 Recoat,,,153.42,,,,,,,,,,,,,,,,180.0,15326.743032,ft,,in,,in,,180.0,,True,False,False,15360.65313635573
14070.0,16.91,0.344,,,50299.26,GirthWeld,,,,,,,,,,,0.7,154.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15331.214448,ft,,in,,in,,,,False,False,False,15365.126655732438
14080.0,39.99,0.344,,,50316.17,GirthWeld,,,,,,,,,,,0.7,156.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15336.368616,ft,,in,,in,,,,False,False,False,15370.28324827914
14090.0,40.06,0.344,,,50356.17,GirthWeld,,,,,,,,,,,0.7,158.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15348.560616,ft,,in,,in,,,,False,False,False,15382.480983457623
14100.0,40.07,0.344,,,50396.23,GirthWeld,,,,,,,,,,,0.7,159.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15360.770904,ft,,in,,in,,,,False,False,False,15394.697015238873
14100.0,,,,,50424.84,AGM,,,,,,,,,AGM#20 AT PLM/ ON ROW,,,159.06,,,,,,,,,,,,,,,,,15369.491232,ft,,in,,in,,,,False,False,False,15403.42144532528
14110.0,40.08,0.344,,,50436.3,GirthWeld,,,,,,,,,,1.0,1.0,158.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15372.984240000002,ft,,in,,in,,,,False,False,False,15406.916096453917
14110.0,,0.344,-39.22,0.87,50475.51,metal loss,External,13.0,0.045,,,0.51,1.42,06:59:00,,,1.0,157.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.43,2047.21,,,,,,,180.0,15384.935448000002,ft,12.953999999999999,in,36.068,in,13.0,180.0,,True,True,False,15418.872926362625
14120.0,36.36,0.344,,,50476.38,GirthWeld,,,,,,,,,,,0.7,157.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15385.200624,ft,,in,,in,,,,False,False,False,15419.138227102754
14130.0,40.03,0.344,,,50512.74,GirthWeld,,,,,,,,,,,0.7,156.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15396.283152,ft,,in,,in,,,,False,False,False,15430.225968379995
14140.0,40.09,0.344,,,50552.77,GirthWeld,,,,,,,,,,,0.7,154.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15408.484296,ft,,in,,in,,,,False,False,False,15442.43285185986
14150.0,39.9,0.344,,,50592.86,GirthWeld,,,,,,,,,,,0.7,152.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15420.703728,ft,,in,,in,,,,False,False,False,15454.658031942494
14160.0,40.07,0.344,,,50632.76,GirthWeld,,,,,,,,,,,0.7,150.65,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15432.865248000002,ft,,in,,in,,,,False,False,False,15466.82527278303
14170.0,40.05,0.344,,,50672.84,GirthWeld,,,,,,,,,,,1.0,149.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15445.081632,ft,,in,,in,,,,False,False,False,15479.047403431867
14180.0,40.04,0.344,,,50712.88,GirthWeld,,,,,,,,,,,1.0,147.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15457.285824,ft,,in,,in,,,,False,False,False,15491.257336345527
14190.0,40.08,0.344,,,50752.92,GirthWeld,,,,,,,,,,,0.7,145.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15469.490016,ft,,in,,in,,,,False,False,False,15503.467269259187
14200.0,40.07,0.344,,,50793.0,GirthWeld,,,,,,,,,,2.0,0.7,143.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15481.706400000001,ft,,in,,in,,,,False,False,False,15515.689399908026
14200.0,,0.344,-27.9,12.17,50820.9,metal loss manufacturing,,12.0,0.041,,,0.39,0.59,10:00:00,,,0.7,141.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,15490.210320000002,ft,9.906,in,14.985999999999999,in,12.0,300.0,,True,True,False,15524.197320195019
14200.0,,0.344,-28.08,12.0,50821.08,metal loss manufacturing,,19.0,0.065,,,0.35,0.71,06:31:00,,,0.7,141.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,15490.265184000002,ft,8.889999999999999,in,18.034,in,19.0,180.0,,True,True,False,15524.252210003322
14210.0,40.1,0.344,,,50833.08,GirthWeld,,,,,,,,,,,0.7,140.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15493.922784000002,ft,,in,,in,,,,False,False,False,15527.911530556867
14220.0,40.04,0.344,,,50873.18,GirthWeld,,,,,,,,,,,0.7,136.65,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15506.145264,ft,,in,,in,,,,False,False,False,15540.139760073293
14230.0,40.06,0.344,,,50913.22,GirthWeld,,,,,,,,,,,0.7,133.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15518.349456000002,ft,,in,,in,,,,False,False,False,15552.349692986954
14230.0,,,,,50939.78,Attachment,,,,,,,,06:00:00,Repair Marker,,,131.08,,,,,,,,,,,,,,,,180.0,15526.444944,ft,,in,,in,,180.0,,True,False,False,15560.448989145465
14230.0,,,,,50940.45,Area Start Sleeve,,,,,,,,,2012 Dig #37,,,131.02,,,,,,,,,,,,,,,,,15526.649159999999,ft,,in,,in,,,,False,False,False,15560.653301209702
14230.0,,,,,50942.44,Area End Sleeve,,,,,,,,,2012 Dig #37,,,130.84,,,,,,,,,,,,,,,,,15527.255712000002,ft,,in,,in,,,,False,False,False,15561.260138534835
14230.0,,,,,50943.39,Attachment,,,,,,,,06:00:00,Repair Marker,,,130.74,,,,,,,,,,,,,,,,180.0,15527.545272000001,ft,,in,,in,,180.0,,True,False,False,15561.549834745323
14240.0,39.49,0.344,,,50953.27,GirthWeld,,,,,,,,,,,0.7,129.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15530.556696,ft,,in,,in,,,,False,False,False,15564.562675334406
14250.0,40.0,0.344,,,50992.77,GirthWeld,,,,,,,,,,,0.7,124.35,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15542.596296,ft,,in,,in,,,,False,False,False,15576.607938823157
14260.0,40.03,0.344,,,51032.76,GirthWeld,,,,,,,,,,,0.7,116.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15554.785248000002,ft,,in,,in,,,,False,False,False,15588.802624567847
14270.0,40.07,0.344,,,51072.79,GirthWeld,,,,,,,,,,,1.0,112.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15566.986392,ft,,in,,in,,,,False,False,False,15601.009508047711
14280.0,40.14,0.344,,,51112.86,GirthWeld,,,,,,,,,,,0.7,109.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15579.199728000001,ft,,in,,in,,,,False,False,False,15613.228589262755
14290.0,39.9,0.344,,,51153.01,GirthWeld,,,,,,,,,,,1.0,104.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15591.437448,ft,,in,,in,,,,False,False,False,15625.472065948155
14300.0,38.93,0.344,,,51192.91,GirthWeld,,,,,,,,,,1.0,0.7,97.43,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15603.598968000002,ft,,in,,in,,,,False,False,False,15637.639306788693
14300.0,,0.344,-11.05,27.88,51203.96,metal loss manufacturing,,14.0,0.048,,,0.35,0.63,10:34:00,,,0.7,95.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,300.0,15606.967008,ft,8.889999999999999,in,16.002,in,14.0,300.0,,True,True,False,15641.008931131746
14310.0,40.21,0.344,,,51231.84,GirthWeld,,,,,,,,,,8.0,0.7,90.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15615.464832,ft,,in,,in,,,,False,False,False,15649.510752551147
14310.0,,0.344,-39.37,0.84,51271.21,cluster,External,22.0,0.076,,,1.26,5.26,07:26:00,,,0.7,84.58,,,,1160.0,65000.0,,1342.0,1458.89,2025.63,1529.06,2123.07,1529.63,2123.85,0.76,1.83,210.0,15627.464808,ft,32.004,in,133.60399999999998,in,22.0,210.0,,True,True,False,15661.51637340057
14310.0,,0.344,-39.38,0.84,51271.22,metal loss,External,12.0,0.041,,,0.75,0.71,06:52:00,,,0.7,84.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,15627.467856000001,ft,19.049999999999997,in,18.034,in,12.0,180.0,,True,True,False,15661.519422834364
