J. no.,J. len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
12990.0,10.44,0.5,,46696.8,687.5733,Girth Weld,,,,,,,,"0.500""",,14233.184640000001,ft,,in,,in,,,weld,False,False,True
,,,,46701.98,687.3295,Bend,,,,,,,,6.2D - 27° - Sag,,14234.763504000002,ft,,in,,in,,,bend,False,False,True
13000.0,40.04,0.344,,46707.24,687.0396,Girth Weld,,,,,,,,"0.344""",,14236.366752,ft,,in,,in,,,weld,False,False,True
,,0.344,-25.88,46733.12,685.3023,metal loss,15.0,,0.87,0.94,,08:25:00,NO,,240.0,14244.254976000002,ft,22.098,in,23.875999999999998,in,15.0,240.0,corrosion,True,True,True
13010.0,16.23,0.344,,46747.28,684.2921,Girth Weld,,,,,,,,,,14248.570944000001,ft,,in,,in,,,weld,False,False,True
13020.0,39.98,0.344,,46763.51,683.164,Girth Weld,,,,,,,,,,14253.517848000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.61,46764.12,683.1255,Cluster,12.0,,3.56,3.48,,04:13:00,NO,,120.0,14253.703776000002,ft,90.42399999999999,in,88.392,in,12.0,120.0,cluster,True,True,True
,,0.344,-0.75,46764.26,683.1164,Cluster,28.0,,5.63,13.45,1.65,05:15:00,NO,,150.0,14253.746448000002,ft,143.00199999999998,in,341.62999999999994,in,28.0,150.0,cluster,True,True,True
13030.0,40.11,0.344,,46803.49,681.9469,Girth Weld,,,,,,,,,,14265.703752,ft,,in,,in,,,weld,False,False,True
13040.0,40.08,0.344,,46843.6,686.0333,Girth Weld,,,,,,,,,,14277.92928,ft,,in,,in,,,weld,False,False,True
,,0.344,-26.23,46869.83,688.1264,metal loss-manufacturing anomaly,12.0,,3.42,4.53,,11:25:00,,,330.0,14285.924184000001,ft,86.868,in,115.062,in,12.0,330.0,corrosion,True,True,True
13050.0,39.88,0.344,,46883.68,689.0854,Girth Weld,,,,,,,,,,14290.145664000001,ft,,in,,in,,,weld,False,False,True
13060.0,40.0,0.344,,46923.56,691.1117,Girth Weld,,,,,,,,,,14302.301088,ft,,in,,in,,,weld,False,False,True
13070.0,39.34,0.344,,46963.56,691.8419,Girth Weld,,,,,,,,,,14314.493088,ft,,in,,in,,,weld,False,False,True
13080.0,40.0,0.344,,47002.9,692.4095,Girth Weld,,,,,,,,,,14326.48392,ft,,in,,in,,,weld,False,False,True
13090.0,39.99,0.344,,47042.9,692.4166,Girth Weld,,,,,,,,,,14338.675920000001,ft,,in,,in,,,weld,False,False,True
13100.0,40.01,0.344,,47082.89,692.1128,Girth Weld,,,,,,,,,,14350.864872,ft,,in,,in,,,weld,False,False,True
13110.0,33.94,0.344,,47122.9,691.4038,Girth Weld,,,,,,,,,,14363.059920000002,ft,,in,,in,,,weld,False,False,True
13120.0,3.15,0.344,,47156.85,689.7688,Girth Weld,,,,,,,,,,14373.40788,ft,,in,,in,,,weld,False,False,True
13130.0,8.39,0.5,,47160.0,689.5131,Girth Weld,,,,,,,,"0.500""",,14374.368,ft,,in,,in,,,weld,False,False,True
,,,,47164.09,689.1498,Bend,,,,,,,,6.8D - 16° - Sag,,14375.614631999999,ft,,in,,in,,,bend,False,False,True
13140.0,40.11,0.344,,47168.39,688.7357,Girth Weld,,,,,,,,"0.344""",,14376.925272,ft,,in,,in,,,weld,False,False,True
13150.0,28.21,0.344,,47208.5,684.7874,Girth Weld,,,,,,,,,,14389.150800000001,ft,,in,,in,,,weld,False,False,True
13160.0,7.14,0.344,,47236.71,681.7666,Girth Weld,,,,,,,,,,14397.749208000001,ft,,in,,in,,,weld,False,False,True
13170.0,11.71,0.344,,47243.85,681.2745,Girth Weld,,,,,,,,,,14399.92548,ft,,in,,in,,,weld,False,False,True
13180.0,9.91,0.344,,47255.56,680.5365,Girth Weld,,,,,,,,,,14403.494688,ft,,in,,in,,,weld,False,False,True
13190.0,21.04,0.344,,47265.47,680.8728,Girth Weld,,,,,,,,,,14406.515256,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.75,47266.22,680.9187,Cluster,11.0,,3.04,7.08,,03:19:00,NO,,90.0,14406.743856000001,ft,77.216,in,179.832,in,11.0,90.0,cluster,True,True,True
,,0.344,-0.77,47266.24,680.9203,metal loss,12.0,,0.94,1.97,,01:47:00,NO,,30.0,14406.749952,ft,23.875999999999998,in,50.038,in,12.0,30.0,corrosion,True,True,True
13200.0,40.06,0.344,,47286.51,682.4632,Girth Weld,,,,,,,,,,14412.928248000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-11.8,47298.31,683.6045,Cluster,11.0,,4.48,1.49,,12:16:00,NO,,0.0,14416.524888,ft,113.792,in,37.846,in,11.0,0.0,cluster,True,True,True
,,0.344,-12.71,47299.22,683.6899,metal loss,14.0,,0.71,0.87,,12:15:00,NO,,0.0,14416.802256,ft,18.034,in,22.098,in,14.0,0.0,corrosion,True,True,True
,,0.344,-38.92,47325.43,686.1354,Cluster,21.0,,5.09,23.79,1.73,03:43:00,NO,,90.0,14424.791064000001,ft,129.286,in,604.266,in,21.0,90.0,cluster,True,True,True
,,0.344,-38.99,47325.5,686.1422,Cluster,10.0,,3.55,7.37,,08:37:00,NO,,240.0,14424.8124,ft,90.16999999999999,in,187.19799999999998,in,10.0,240.0,cluster,True,True,True
13210.0,40.08,0.344,,47326.57,686.2447,Girth Weld,,,,,,,,,,14425.138536,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.79,47327.36,686.32,Cluster,20.0,,1.61,9.17,1.85,01:15:00,NO,,30.0,14425.379328,ft,40.894,in,232.91799999999998,in,20.0,30.0,cluster,True,True,True
13220.0,39.89,0.344,,47366.65,690.0776,Girth Weld,,,,,,,,,,14437.354920000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-6.96,47373.61,690.6943,metal loss-manufacturing anomaly,11.0,,0.43,0.71,,04:39:00,,,120.0,14439.476328,ft,10.921999999999999,in,18.034,in,11.0,120.0,corrosion,True,True,True
,,0.344,-7.11,47373.76,690.7073,metal loss-manufacturing anomaly,14.0,,0.63,0.71,,04:34:00,,,120.0,14439.522048,ft,16.002,in,18.034,in,14.0,120.0,corrosion,True,True,True
13230.0,39.97,0.344,,47406.54,693.2754,Girth Weld,,,,,,,,,,14449.513392,ft,,in,,in,,,weld,False,False,True
13240.0,40.0,0.344,,47446.51,694.842,Girth Weld,,,,,,,,,,14461.696248000002,ft,,in,,in,,,weld,False,False,True
13250.0,22.83,0.344,,47486.51,694.9198,Girth Weld,,,,,,,,,,14473.888248000001,ft,,in,,in,,,weld,False,False,True
13260.0,39.99,0.344,,47509.34,694.7847,Girth Weld,,,,,,,,,,14480.846832,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.8,47548.14,694.5206,Cluster,33.0,,4.97,18.45,1.63,04:45:00,NO,,120.0,14492.673072000001,ft,126.23799999999999,in,468.62999999999994,in,33.0,120.0,cluster,True,True,True
,,0.344,-39.08,47548.42,694.5181,metal loss,15.0,,0.91,1.42,,04:05:00,NO,,120.0,14492.758416,ft,23.114,in,36.068,in,15.0,120.0,corrosion,True,True,True
13270.0,39.94,0.344,,47549.33,694.5094,Girth Weld,,,,,,,,,,14493.035784000002,ft,,in,,in,,,weld,False,False,True
13280.0,39.32,0.344,,47589.26,694.159,Girth Weld,,,,,,,,,,14505.206448,ft,,in,,in,,,weld,False,False,True
13290.0,22.1,0.344,,47628.58,693.894,Girth Weld,,,,,,,,,,14517.191184000001,ft,,in,,in,,,weld,False,False,True
13300.0,36.01,0.344,,47650.68,693.6067,Girth Weld,,,,,,,,,,14523.927264,ft,,in,,in,,,weld,False,False,True
13310.0,8.11,0.5,,47686.69,693.043,Girth Weld,,,,,,,,"0.500""",,14534.903112000002,ft,,in,,in,,,weld,False,False,True
,,,,47690.82,692.973,Bend,,,,,,,,6.0D - 18° - Sag,,14536.161936,ft,,in,,in,,,bend,False,False,True
13320.0,10.0,0.344,,47694.8,692.9055,Girth Weld,,,,,,,,"0.344""",,14537.37504,ft,,in,,in,,,weld,False,False,True
13330.0,40.06,0.344,,47704.8,692.7326,Girth Weld,,,,,,,,,,14540.423040000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.84,47705.64,692.7179,metal loss,10.0,,1.18,0.94,,05:35:00,NO,,150.0,14540.679072,ft,29.971999999999998,in,23.875999999999998,in,10.0,150.0,corrosion,True,True,True
13340.0,39.96,0.344,,47744.86,691.8446,Girth Weld,,,,,,,,,,14552.633328000002,ft,,in,,in,,,weld,False,False,True
13350.0,39.95,0.344,,47784.82,690.0371,Girth Weld,,,,,,,,,,14564.813136,ft,,in,,in,,,weld,False,False,True
,,,,47797.69,690.9036,Above Ground Marker,,,,,,,,AGM 9,,14568.735912000002,ft,,in,,in,,,above ground marker,False,False,True
13360.0,39.98,0.344,,47824.77,692.6482,Girth Weld,,,,,,,,,,14576.989896,ft,,in,,in,,,weld,False,False,True
13370.0,39.99,0.344,,47864.75,694.0339,Girth Weld,,,,,,,,,,14589.1758,ft,,in,,in,,,weld,False,False,True
13380.0,39.98,0.344,,47904.74,694.4448,Girth Weld,,,,,,,,,,14601.364752,ft,,in,,in,,,weld,False,False,True
13390.0,40.03,0.344,,47944.71,694.8851,Girth Weld,,,,,,,,,,14613.547608,ft,,in,,in,,,weld,False,False,True
13400.0,40.06,0.344,,47984.74,695.1269,Girth Weld,,,,,,,,,,14625.748752,ft,,in,,in,,,weld,False,False,True
13410.0,10.95,0.344,,48024.8,695.0752,Girth Weld,,,,,,,,,,14637.959040000002,ft,,in,,in,,,weld,False,False,True
13420.0,15.92,0.344,,48035.75,695.0495,Girth Weld,,,,,,,,,,14641.296600000001,ft,,in,,in,,,weld,False,False,True
13430.0,39.98,0.344,,48051.67,695.0058,Girth Weld,,,,,,,,,,14646.149016,ft,,in,,in,,,weld,False,False,True
13440.0,13.02,0.344,,48091.65,694.8514,Girth Weld,,,,,,,,,,14658.334920000001,ft,,in,,in,,,weld,False,False,True
13450.0,40.08,0.344,,48104.66,694.7578,Girth Weld,,,,,,,,,,14662.300368000002,ft,,in,,in,,,weld,False,False,True
13460.0,40.04,0.344,,48144.75,694.306,Girth Weld,,,,,,,,,,14674.5198,ft,,in,,in,,,weld,False,False,True
13470.0,40.09,0.344,,48184.79,693.7447,Girth Weld,,,,,,,,,,14686.723992000001,ft,,in,,in,,,weld,False,False,True
13480.0,40.03,0.344,,48224.88,692.7518,Girth Weld,,,,,,,,,,14698.943424,ft,,in,,in,,,weld,False,False,True
13490.0,39.96,0.344,,48264.9,690.8214,Girth Weld,,,,,,,,,,14711.141520000001,ft,,in,,in,,,weld,False,False,True
13500.0,40.03,0.344,,48304.86,687.1425,Girth Weld,,,,,,,,,,14723.321328000002,ft,,in,,in,,,weld,False,False,True
13510.0,39.95,0.344,,48344.9,682.7493,Girth Weld,,,,,,,,,,14735.525520000001,ft,,in,,in,,,weld,False,False,True
13520.0,39.94,0.344,,48384.85,678.8764,Girth Weld,,,,,,,,,,14747.70228,ft,,in,,in,,,weld,False,False,True
13530.0,39.95,0.344,,48424.79,675.2872,Girth Weld,,,,,,,,,,14759.875992000001,ft,,in,,in,,,weld,False,False,True
13540.0,39.95,0.344,,48464.74,672.5162,Girth Weld,,,,,,,,,,14772.052752,ft,,in,,in,,,weld,False,False,True
13550.0,8.18,0.344,,48504.69,671.4204,Girth Weld,,,,,,,,,,14784.229512000002,ft,,in,,in,,,weld,False,False,True
13560.0,11.6,0.5,,48512.87,671.357,Girth Weld,,,,,,,,"0.500""",,14786.722776000002,ft,,in,,in,,,weld,False,False,True
,,,,48518.68,671.325,Bend,,,,,,,,6.4D - 30° - Over,,14788.493664000001,ft,,in,,in,,,bend,False,False,True
13570.0,7.32,0.344,,48524.47,671.2964,Girth Weld,,,,,,,,"0.344""",,14790.258456000001,ft,,in,,in,,,weld,False,False,True
13580.0,11.16,0.5,,48531.79,671.272,Girth Weld,,,,,,,,"0.500""",,14792.489592000002,ft,,in,,in,,,weld,False,False,True
,,,,48537.35,671.2558,Bend,,,,,,,,5.4D - 39° - Sag,,14794.18428,ft,,in,,in,,,bend,False,False,True
13590.0,26.93,0.344,,48542.94,671.2408,Girth Weld,,,,,,,,"0.344""",,14795.888112,ft,,in,,in,,,weld,False,False,True
13600.0,11.22,0.5,,48569.87,671.1134,Girth Weld,,,,,,,,"0.500""",,14804.096376000001,ft,,in,,in,,,weld,False,False,True
,,,,48575.34,671.0826,Bend,,,,,,,,6.2D - 28° - Sag,,14805.763632,ft,,in,,in,,,bend,False,False,True
13610.0,9.31,0.344,,48581.09,671.0544,Girth Weld,,,,,,,,"0.344""",,14807.516232,ft,,in,,in,,,weld,False,False,True
13620.0,9.59,0.5,,48590.4,671.0278,Girth Weld,,,,,,,,"0.500""",,14810.353920000001,ft,,in,,in,,,weld,False,False,True
,,,,48595.23,671.0359,Bend,,,,,,,,5.5D - 31° - Over,,14811.826104000002,ft,,in,,in,,,bend,False,False,True
13630.0,14.62,0.344,,48599.99,671.0535,Girth Weld,,,,,,,,"0.344""",,14813.276952,ft,,in,,in,,,weld,False,False,True
13640.0,40.0,0.344,,48614.61,670.912,Girth Weld,,,,,,,,,,14817.733128000002,ft,,in,,in,,,weld,False,False,True
13650.0,39.91,0.344,,48654.61,667.5953,Girth Weld,,,,,,,,,,14829.925128,ft,,in,,in,,,weld,False,False,True
,,0.344,-25.8,48680.41,669.5126,metal loss-manufacturing anomaly,22.0,,4.02,0.59,,03:46:00,,,90.0,14837.788968000003,ft,102.10799999999999,in,14.985999999999999,in,22.0,90.0,corrosion,True,True,True
13660.0,39.95,0.344,,48694.52,672.013,Girth Weld,,,,,,,,,,14842.089696,ft,,in,,in,,,weld,False,False,True
13670.0,39.74,0.344,,48734.47,674.6374,Girth Weld,,,,,,,,,,14854.266456000001,ft,,in,,in,,,weld,False,False,True
13680.0,19.94,0.344,,48774.21,679.3526,Girth Weld,,,,,,,,,,14866.379208,ft,,in,,in,,,weld,False,False,True
13690.0,10.18,0.5,,48794.14,682.2839,Girth Weld,,,,,,,,"0.500""",,14872.453872,ft,,in,,in,,,weld,False,False,True
,,,,48799.17,683.0261,Bend,,,,,,,,6.1D - 25° - Over,,14873.987016000001,ft,,in,,in,,,bend,False,False,True
13700.0,28.99,0.344,,48804.32,683.7882,Girth Weld,,,,,,,,"0.344""",,14875.556736,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.51,48804.83,683.8631,Cluster,36.0,,6.95,8.27,1.53,05:14:00,NO,,150.0,14875.712184000002,ft,176.53,in,210.05799999999996,in,36.0,150.0,cluster,True,True,True
13710.0,39.8,0.344,,48833.32,688.156,Girth Weld,,,,,,,,,,14884.395936,ft,,in,,in,,,weld,False,False,True
13720.0,40.0,0.344,,48873.12,695.0594,Girth Weld,,,,,,,,,,14896.526976000001,ft,,in,,in,,,weld,False,False,True
13730.0,39.97,0.344,,48913.12,699.4417,Girth Weld,,,,,,,,,,14908.718976000002,ft,,in,,in,,,weld,False,False,True
13740.0,39.83,0.344,,48953.1,700.2637,Girth Weld,,,,,,,,,,14920.90488,ft,,in,,in,,,weld,False,False,True
13750.0,39.89,0.344,,48992.93,700.9696,Girth Weld,,,,,,,,,,14933.045064000002,ft,,in,,in,,,weld,False,False,True
13760.0,39.82,0.344,,49032.82,701.2614,Girth Weld,,,,,,,,,,14945.203536,ft,,in,,in,,,weld,False,False,True
13770.0,40.0,0.344,,49072.64,701.19,Girth Weld,,,,,,,,,,14957.340672,ft,,in,,in,,,weld,False,False,True
13780.0,17.57,0.344,,49112.64,701.1608,Girth Weld,,,,,,,,,,14969.532672000001,ft,,in,,in,,,weld,False,False,True
13790.0,39.99,0.344,,49130.2,701.1813,Girth Weld,,,,,,,,,,14974.88496,ft,,in,,in,,,weld,False,False,True
13800.0,39.99,0.344,,49170.19,701.3826,Girth Weld,,,,,,,,,,14987.073912000002,ft,,in,,in,,,weld,False,False,True
13810.0,39.99,0.344,,49210.18,701.6884,Girth Weld,,,,,,,,,,14999.262864,ft,,in,,in,,,weld,False,False,True
13820.0,39.99,0.344,,49250.17,701.9085,Girth Weld,,,,,,,,,,15011.451816,ft,,in,,in,,,weld,False,False,True
13830.0,39.73,0.344,,49290.15,702.1251,Girth Weld,,,,,,,,,,15023.63772,ft,,in,,in,,,weld,False,False,True
13840.0,40.02,0.344,,49329.88,702.0328,Girth Weld,,,,,,,,,,15035.747424,ft,,in,,in,,,weld,False,False,True
13850.0,39.98,0.344,,49369.9,701.604,Girth Weld,,,,,,,,,,15047.945520000001,ft,,in,,in,,,weld,False,False,True
13860.0,39.69,0.344,,49409.88,701.0546,Girth Weld,,,,,,,,,,15060.131424,ft,,in,,in,,,weld,False,False,True
13870.0,39.94,0.344,,49449.57,700.4645,Girth Weld,,,,,,,,,,15072.228936000001,ft,,in,,in,,,weld,False,False,True
13880.0,39.94,0.344,,49489.51,699.911,Girth Weld,,,,,,,,,,15084.402648000001,ft,,in,,in,,,weld,False,False,True
13890.0,38.81,0.344,,49529.46,699.3055,Girth Weld,,,,,,,,,,15096.579408,ft,,in,,in,,,weld,False,False,True
13900.0,39.98,0.344,,49568.26,698.7208,Girth Weld,,,,,,,,,,15108.405648000002,ft,,in,,in,,,weld,False,False,True
13910.0,39.97,0.344,,49608.24,698.3822,Girth Weld,,,,,,,,,,15120.591552,ft,,in,,in,,,weld,False,False,True
13920.0,39.97,0.344,,49648.21,698.3705,Girth Weld,,,,,,,,,,15132.774408000001,ft,,in,,in,,,weld,False,False,True
13930.0,39.96,0.344,,49688.18,698.656,Girth Weld,,,,,,,,,,15144.957264,ft,,in,,in,,,weld,False,False,True
13940.0,39.92,0.344,,49728.14,698.9004,Girth Weld,,,,,,,,,,15157.137072000001,ft,,in,,in,,,weld,False,False,True
13950.0,40.07,0.344,,49768.06,699.2712,Girth Weld,,,,,,,,,,15169.304688,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.57,49768.63,699.2772,Cluster,26.0,,5.08,10.77,1.69,03:55:00,NO,,90.0,15169.478424,ft,129.03199999999998,in,273.558,in,26.0,90.0,cluster,True,True,True
13960.0,40.0,0.344,,49808.13,699.5896,Girth Weld,,,,,,,,,,15181.518023999999,ft,,in,,in,,,weld,False,False,True
13970.0,40.02,0.344,,49848.12,699.5023,Girth Weld,,,,,,,,,,15193.706976000001,ft,,in,,in,,,weld,False,False,True
13980.0,39.96,0.344,,49888.14,699.3507,Girth Weld,,,,,,,,,,15205.905072000001,ft,,in,,in,,,weld,False,False,True
13990.0,39.97,0.344,,49928.1,698.4258,Girth Weld,,,,,,,,,,15218.08488,ft,,in,,in,,,weld,False,False,True
14000.0,40.02,0.344,,49968.07,697.0881,Girth Weld,,,,,,,,,,15230.267736,ft,,in,,in,,,weld,False,False,True
14010.0,39.99,0.344,,50008.09,695.3183,Girth Weld,,,,,,,,,,15242.465832,ft,,in,,in,,,weld,False,False,True
14020.0,40.0,0.344,,50048.08,693.5312,Girth Weld,,,,,,,,,,15254.654784000002,ft,,in,,in,,,weld,False,False,True
14030.0,39.99,0.344,,50088.07,692.0064,Girth Weld,,,,,,,,,,15266.843736,ft,,in,,in,,,weld,False,False,True
14040.0,39.93,0.344,,50128.07,690.5383,Girth Weld,,,,,,,,,,15279.035736,ft,,in,,in,,,weld,False,False,True
14050.0,10.22,0.5,,50168.0,688.8038,Girth Weld,,,,,,,,"0.500""",,15291.206400000001,ft,,in,,in,,,weld,False,False,True
,,,,50173.33,688.489,Bend,,,,,,,,6.2D - 26° - Sag,,15292.830984000002,ft,,in,,in,,,bend,False,False,True
14060.0,40.06,0.344,,50178.22,688.1972,Girth Weld,,,,,,,,"0.344""",,15294.321456000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-14.11,50192.33,687.4183,Cluster,20.0,,4.67,1.53,1.75,08:37:00,NO,,240.0,15298.622184000002,ft,118.618,in,38.862,in,20.0,240.0,cluster,True,True,True
,,0.344,-15.8,50194.02,687.3295,metal loss,12.0,,0.98,1.06,,08:48:00,NO,,240.0,15299.137295999999,ft,24.892,in,26.924,in,12.0,240.0,corrosion,True,True,True
,,0.344,-18.35,50196.57,687.1957,metal loss,10.0,,0.87,0.91,,09:07:00,NO,,270.0,15299.914536,ft,22.098,in,23.114,in,10.0,270.0,corrosion,True,True,True
,,0.344,-20.95,50199.17,687.0591,Cluster,33.0,,10.43,5.57,1.5,04:15:00,YES,,120.0,15300.707016,ft,264.92199999999997,in,141.478,in,33.0,120.0,cluster,True,True,True
,,0.344,-21.94,50200.15,687.0075,Cluster,17.0,,4.44,0.98,,04:37:00,YES,,120.0,15301.005720000001,ft,112.77600000000001,in,24.892,in,17.0,120.0,cluster,True,True,True
,,0.344,-22.43,50200.65,686.982,metal loss,19.0,,3.15,1.73,,04:29:00,YES,,120.0,15301.158120000002,ft,80.00999999999999,in,43.942,in,19.0,120.0,corrosion,True,True,True
,,0.344,-22.82,50201.03,686.9637,metal loss,16.0,,0.63,0.71,,04:38:00,YES,,120.0,15301.273944,ft,16.002,in,18.034,in,16.0,120.0,corrosion,True,True,True
14070.0,16.85,0.344,,50218.28,686.2226,Girth Weld,,,,,,,,,,15306.531744,ft,,in,,in,,,weld,False,False,True
14080.0,39.94,0.344,,50235.13,685.0993,Girth Weld,,,,,,,,,,15311.667624,ft,,in,,in,,,weld,False,False,True
14090.0,39.99,0.344,,50275.07,681.6718,Girth Weld,,,,,,,,,,15323.841336000001,ft,,in,,in,,,weld,False,False,True
14100.0,39.97,0.344,,50315.06,683.8547,Girth Weld,,,,,,,,,,15336.030288,ft,,in,,in,,,weld,False,False,True
14110.0,39.96,0.344,,50355.03,684.9084,Girth Weld,,,,,,,,,,15348.213144000001,ft,,in,,in,,,weld,False,False,True
14120.0,36.2,0.344,,50394.98,685.4024,Girth Weld,,,,,,,,,,15360.389904000001,ft,,in,,in,,,weld,False,False,True
14130.0,39.95,0.344,,50431.18,685.3991,Girth Weld,,,,,,,,,,15371.423664000002,ft,,in,,in,,,weld,False,False,True
14140.0,39.99,0.344,,50471.13,685.115,Girth Weld,,,,,,,,,,15383.600424,ft,,in,,in,,,weld,False,False,True
14150.0,39.78,0.344,,50511.12,684.7667,Girth Weld,,,,,,,,,,15395.789376000002,ft,,in,,in,,,weld,False,False,True
14160.0,39.98,0.344,,50550.9,684.3339,Girth Weld,,,,,,,,,,15407.914320000002,ft,,in,,in,,,weld,False,False,True
14170.0,39.91,0.344,,50590.87,683.7875,Girth Weld,,,,,,,,,,15420.097176000001,ft,,in,,in,,,weld,False,False,True
14180.0,39.92,0.344,,50630.78,683.2049,Girth Weld,,,,,,,,,,15432.261744000001,ft,,in,,in,,,weld,False,False,True
14190.0,39.96,0.344,,50670.7,682.6575,Girth Weld,,,,,,,,,,15444.42936,ft,,in,,in,,,weld,False,False,True
,,0.344,-10.34,50681.04,682.5446,metal loss-manufacturing anomaly,15.0,,1.97,0.59,,10:07:00,,,300.0,15447.580992000001,ft,50.038,in,14.985999999999999,in,15.0,300.0,corrosion,True,True,True
14200.0,39.99,0.344,,50710.66,682.2742,Girth Weld,,,,,,,,,,15456.609168000003,ft,,in,,in,,,weld,False,False,True
,,0.344,-28.03,50738.69,681.9054,metal loss,16.0,,0.59,0.71,,06:38:00,YES,,180.0,15465.152712000001,ft,14.985999999999999,in,18.034,in,16.0,180.0,corrosion,True,True,True
14210.0,39.99,0.344,,50750.64,681.7075,Girth Weld,,,,,,,,,,15468.795072,ft,,in,,in,,,weld,False,False,True
14220.0,39.96,0.344,,50790.63,681.1106,Girth Weld,,,,,,,,,,15480.984024,ft,,in,,in,,,weld,False,False,True
14230.0,39.98,0.344,,50830.6,680.382,Girth Weld,,,,,,,,,,15493.16688,ft,,in,,in,,,weld,False,False,True
14240.0,39.4,0.344,,50870.58,679.3184,Girth Weld,,,,,,,,,,15505.352784,ft,,in,,in,,,weld,False,False,True
14250.0,39.91,0.344,,50909.98,678.2375,Girth Weld,,,,,,,,,,15517.361904000001,ft,,in,,in,,,weld,False,False,True
14260.0,39.98,0.344,,50949.88,677.2478,Girth Weld,,,,,,,,,,15529.523424,ft,,in,,in,,,weld,False,False,True
14270.0,39.94,0.344,,50989.86,675.9984,Girth Weld,,,,,,,,,,15541.709328,ft,,in,,in,,,weld,False,False,True
14280.0,39.93,0.344,,51029.8,674.169,Girth Weld,,,,,,,,,,15553.883040000002,ft,,in,,in,,,weld,False,False,True
14290.0,39.84,0.344,,51069.73,672.0218,Girth Weld,,,,,,,,,,15566.053704000002,ft,,in,,in,,,weld,False,False,True
14300.0,38.94,0.344,,51109.57,671.25,Girth Weld,,,,,,,,,,15578.196936,ft,,in,,in,,,weld,False,False,True
,,0.344,-11.02,51120.59,670.9346,metal loss-manufacturing anomaly,14.0,,0.47,0.71,,10:34:00,,,300.0,15581.555832,ft,11.937999999999999,in,18.034,in,14.0,300.0,corrosion,True,True,True
14310.0,40.28,0.344,,51148.51,670.0549,Girth Weld,,,,,,,,,,15590.065848000002,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.51,51188.03,668.1886,Cluster,10.0,,2.48,5.22,,07:28:00,NO,,210.0,15602.111544000001,ft,62.992,in,132.588,in,10.0,210.0,cluster,True,True,True
14320.0,7.56,0.5,,51188.79,668.1494,Girth Weld,,,,,,,,"0.500""",,15602.343192,ft,,in,,in,,,weld,False,False,True
,,,,51192.47,667.9623,Bend,,,,,,,,5.6D - 17° - Over,,15603.464856,ft,,in,,in,,,bend,False,False,True
14330.0,13.36,0.344,,51196.36,667.7648,Girth Weld,,,,,,,,"0.344""",,15604.650528,ft,,in,,in,,,weld,False,False,True
14340.0,12.67,0.5,,51209.71,667.0852,Girth Weld,,,,,,,,"0.500""",,15608.719608000001,ft,,in,,in,,,weld,False,False,True
,,,,51216.51,666.7344,Bend,,,,,,,,5.7D - 42° - Sag,,15610.792248000002,ft,,in,,in,,,bend,False,False,True
14350.0,10.46,0.344,,51222.38,666.4216,Girth Weld,,,,,,,,"0.344""",,15612.581424,ft,,in,,in,,,weld,False,False,True
14360.0,7.58,0.5,,51232.84,665.8496,Girth Weld,,,,,,,,"0.500""",,15615.769632,ft,,in,,in,,,weld,False,False,True
,,,,51236.72,665.6334,Bend,,,,,,,,5.4D - 20° - Over,,15616.952256,ft,,in,,in,,,bend,False,False,True
14370.0,40.26,0.344,,51240.43,665.424,Girth Weld,,,,,,,,"0.344""",,15618.083064,ft,,in,,in,,,weld,False,False,True
14380.0,39.31,0.344,,51280.69,663.3019,Girth Weld,,,,,,,,,,15630.354312000001,ft,,in,,in,,,weld,False,False,True
14390.0,10.84,0.344,,51319.99,659.8516,Girth Weld,,,,,,,,,,15642.332952,ft,,in,,in,,,weld,False,False,True
14400.0,31.65,0.344,,51330.83,660.2038,Girth Weld,,,,,,,,,,15645.636984,ft,,in,,in,,,weld,False,False,True
14410.0,29.36,0.344,,51362.48,662.2911,Girth Weld,,,,,,,,,,15655.283904000002,ft,,in,,in,,,weld,False,False,True
14420.0,10.49,0.344,,51391.84,663.3579,Girth Weld,,,,,,,,,,15664.232832,ft,,in,,in,,,weld,False,False,True
14430.0,39.83,0.344,,51402.33,663.7855,Girth Weld,,,,,,,,,,15667.430184,ft,,in,,in,,,weld,False,False,True
