J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
12540.0,,,,,45184.03,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #30,,,165.49,,,,,,,,,,,,,,,,,13772.092344,ft,,in,,in,,,,False,False,False
12540.0,,,,,45184.17,Attachment,,,,,,,,05:00:00,Repair Marker,,,165.5,,,,,,,,,,,,,,,,150.0,13772.135016,ft,,in,,in,,150.0,,True,False,False
12540.0,,0.344,-14.84,7.37,45197.18,metal loss,External,39.0,0.134,,,0.79,1.38,03:05:00,,,0.7,166.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.27,2028.94,1531.05,2125.82,1533.47,2129.19,0.76,1.83,90.0,13776.100464000001,ft,20.066,in,35.05199999999999,in,39.0,90.0,,True,True,False
12540.0,,0.344,-15.28,6.93,45197.62,metal loss,External,14.0,0.048,,,1.81,0.59,03:36:00,,,0.7,166.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.85,2022.8,,,,,,,90.0,13776.234576,ft,45.974,in,14.985999999999999,in,14.0,90.0,,True,True,False
12540.0,,0.344,-17.71,4.5,45200.05,metal loss,External,14.0,0.048,,,0.67,1.06,01:58:00,,,0.7,166.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.1,2045.36,,,,,,,30.0,13776.975240000002,ft,17.018,in,26.924,in,14.0,30.0,,True,True,False
12540.0,,0.344,-18.23,3.98,45200.57,metal loss,External,10.0,0.034,,,0.51,1.06,02:00:00,,,0.7,166.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,13777.133736,ft,12.953999999999999,in,26.924,in,10.0,60.0,,True,True,False
12540.0,,0.344,-21.75,0.46,45204.09,metal loss,External,10.0,0.034,,,0.51,1.14,01:40:00,,,0.7,166.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,13778.206632,ft,12.953999999999999,in,28.955999999999996,in,10.0,30.0,,True,True,False
12540.0,,0.344,-22.06,0.15,45204.4,metal loss,External,24.0,0.083,,,0.87,1.38,01:18:00,near girth weld,,0.7,166.61,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.36,2036.01,1537.51,2134.79,1538.41,2136.04,0.75,1.84,30.0,13778.301120000002,ft,22.098,in,35.05199999999999,in,24.0,30.0,,True,True,False
12550.0,40.18,0.344,,,45204.55,GirthWeld,,,,,,,,,,10.0,0.7,166.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13778.346840000002,ft,,in,,in,,,,False,False,False
12550.0,,0.344,-0.46,39.72,45205.01,metal loss,External,11.0,0.038,,,1.81,2.09,01:44:00,,,0.7,166.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,30.0,13778.487048,ft,45.974,in,53.08599999999999,in,11.0,30.0,,True,True,False
12550.0,,0.344,-0.51,39.67,45205.06,metal loss,External,15.0,0.052,,,2.24,0.83,02:13:00,,,0.7,166.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,1447.22,2009.43,,,,,,,60.0,13778.502288,ft,56.896,in,21.081999999999997,in,15.0,60.0,,True,True,False
12550.0,,0.344,-0.93,39.25,45205.47,metal loss,External,14.0,0.048,,,1.42,1.58,04:21:00,,,0.7,166.66,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.4,2031.9,,,,,,,120.0,13778.627256000002,ft,36.068,in,40.132,in,14.0,120.0,,True,True,False
12550.0,,0.344,-1.28,38.91,45205.82,metal loss,External,18.0,0.062,,,0.67,0.87,04:26:00,,,0.7,166.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.95,2043.76,,,,,,,120.0,13778.733936,ft,17.018,in,22.098,in,18.0,120.0,,True,True,False
12550.0,,0.344,-1.66,38.52,45206.21,metal loss,External,11.0,0.038,,,0.63,1.22,02:50:00,,,0.7,166.7,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,60.0,13778.852808,ft,16.002,in,30.987999999999996,in,11.0,60.0,,True,True,False
12550.0,,0.344,-2.14,38.04,45206.69,metal loss,External,26.0,0.089,,,0.87,1.22,04:23:00,,,0.7,166.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.65,2035.02,1536.66,2133.61,1537.75,2135.13,0.75,1.84,120.0,13778.999112000001,ft,22.098,in,30.987999999999996,in,26.0,120.0,,True,True,False
12550.0,,,,,45208.33,Attachment,,,,,,,,06:00:00,Repair Marker,,,166.81,,,,,,,,,,,,,,,,180.0,13779.498984000002,ft,,in,,in,,180.0,,True,False,False
12550.0,,0.344,-4.94,35.24,45209.49,metal loss,External,21.0,0.072,,,0.63,1.1,03:51:00,Recoat,,0.7,166.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.8,2043.56,1543.66,2143.33,1543.96,2143.75,0.75,1.85,90.0,13779.852552,ft,16.002,in,27.94,in,21.0,90.0,,True,True,False
12550.0,,0.344,-5.74,34.44,45210.29,metal loss,External,17.0,0.058,,,1.85,3.94,03:41:00,Recoat,,0.7,166.9,,MFL-A/XT,,1160.0,65000.0,,1342.0,1451.23,2015.0,,,,,,,90.0,13780.096392000001,ft,46.99,in,100.076,in,17.0,90.0,,True,True,False
12550.0,,,,,45211.59,Attachment,,,,,,,,06:00:00,Repair Marker,,,166.96,,,,,,,,,,,,,,,,180.0,13780.492632,ft,,in,,in,,180.0,,True,False,False
12550.0,,0.344,-17.94,22.25,45222.48,metal loss,External,22.0,0.076,,,0.83,1.18,04:17:00,,,0.7,167.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.43,2038.88,1539.88,2138.09,1540.48,2138.91,0.75,1.84,120.0,13783.811904000002,ft,21.081999999999997,in,29.971999999999998,in,22.0,120.0,,True,True,False
12550.0,,0.344,-34.39,5.79,45238.94,metal loss,External,10.0,0.034,,,0.35,0.59,05:51:00,,,0.7,167.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,13788.828912,ft,8.889999999999999,in,14.985999999999999,in,10.0,150.0,,True,True,False
12550.0,,,,,45243.3,Attachment,,,,,,,,05:00:00,Repair Marker @12:00 2012 Dig #31 Recoat,,,167.82,,,,,,,,,,,,,,,,150.0,13790.157840000002,ft,,in,,in,,150.0,,True,False,False
12560.0,6.7,0.344,,,45244.73,GirthWeld,,,,,,,,,,2.0,0.7,167.83,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13790.593704,ft,,in,,in,,,,False,False,False
12560.0,,0.344,-1.54,5.16,45246.27,metal loss,External,22.0,0.076,,,0.63,1.61,05:29:00,Recoat,,0.7,167.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.38,2042.98,1543.18,2142.67,1543.55,2143.18,0.75,1.85,150.0,13791.063096,ft,16.002,in,40.894,in,22.0,150.0,,True,True,False
12560.0,,0.344,-1.77,4.93,45246.5,metal loss,External,34.0,0.117,,,0.75,2.17,04:52:00,Recoat,,0.7,167.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.13,2034.29,1535.79,2132.4,1537.37,2134.6,0.76,1.84,120.0,13791.1332,ft,19.049999999999997,in,55.117999999999995,in,34.0,120.0,,True,True,False
12560.0,,,,,45246.91,Attachment,,,,,,,,05:30:00,Repair Marker @12:00 2012 Dig #31 Recoat,,,167.84,,,,,,,,,,,,,,,,150.0,13791.258168000002,ft,,in,,in,,150.0,,True,False,False
12570.0,40.28,0.344,,,45251.43,GirthWeld,,,,,,,,,,,0.7,167.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13792.635864000002,ft,,in,,in,,,,False,False,False
12580.0,40.1,0.344,,,45291.71,GirthWeld,,,,,,,,,,,0.7,162.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13804.913208,ft,,in,,in,,,,False,False,False
12590.0,40.08,0.344,,,45331.8,GirthWeld,,,,,,,,,,4.0,0.7,152.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13817.132640000002,ft,,in,,in,,,,False,False,False
12590.0,,0.344,-38.58,1.5,45370.38,metal loss,External,13.0,0.045,,,0.55,0.91,05:56:00,,,0.7,138.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.18,2046.86,,,,,,,150.0,13828.891824,ft,13.97,in,23.114,in,13.0,150.0,,True,True,False
12590.0,,0.344,-38.66,1.42,45370.46,metal loss,External,12.0,0.041,,,0.63,1.22,05:59:00,,,0.7,138.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,13828.916208,ft,16.002,in,30.987999999999996,in,12.0,150.0,,True,True,False
12590.0,,0.344,-38.82,1.26,45370.62,metal loss,External,24.0,0.083,,,1.22,1.38,06:19:00,,,0.7,138.66,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.0,2024.4,1527.98,2121.56,1529.65,2123.88,0.76,1.83,180.0,13828.964976000001,ft,30.987999999999996,in,35.05199999999999,in,24.0,180.0,,True,True,False
12590.0,,0.344,-39.22,0.86,45371.02,metal loss,External,12.0,0.041,,,0.55,1.73,04:17:00,,,0.7,138.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,13829.086895999999,ft,13.97,in,43.942,in,12.0,120.0,,True,True,False
12600.0,40.08,0.344,,,45371.88,GirthWeld,,,,,,,,,,,0.7,138.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13829.349024,ft,,in,,in,,,,False,False,False
12610.0,40.04,0.344,,,45411.96,GirthWeld,,,,,,,,,,,0.7,122.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13841.565408,ft,,in,,in,,,,False,False,False
12620.0,40.04,0.344,,,45452.0,GirthWeld,,,,,,,,,,,0.7,106.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13853.769600000001,ft,,in,,in,,,,False,False,False
12630.0,40.06,0.344,,,45492.04,GirthWeld,,,,,,,,,,,0.7,90.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13865.973792,ft,,in,,in,,,,False,False,False
12640.0,40.0,0.344,,,45532.1,GirthWeld,,,,,,,,,,,0.7,76.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13878.18408,ft,,in,,in,,,,False,False,False
12650.0,40.2,0.344,,,45572.1,GirthWeld,,,,,,,,,,,0.7,64.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13890.37608,ft,,in,,in,,,,False,False,False
12660.0,8.19,0.5,,,45612.3,GirthWeld,,,,,,,,,,,0.7,54.36,,,,1160.0,60000.0,,1800.0,,,,,,,,,,13902.629040000002,ft,,in,,in,,,,False,False,False
12660.0,,,,,45616.55,Bend,,,,,,,,,5.8D -  19° - Sag,,,53.76,,,,,,,,,,,,,,,,,13903.92444,ft,,in,,in,,,,False,False,False
12670.0,40.41,0.344,,,45620.49,GirthWeld,,,,,,,,,,,0.7,54.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13905.125352000001,ft,,in,,in,,,,False,False,False
12680.0,21.29,0.344,,,45660.91,GirthWeld,,,,,,,,,,,0.7,63.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13917.445368000002,ft,,in,,in,,,,False,False,False
12690.0,40.06,0.344,,,45682.2,GirthWeld,,,,,,,,,,,0.7,67.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13923.93456,ft,,in,,in,,,,False,False,False
12700.0,25.54,0.344,,,45722.26,GirthWeld,,,,,,,,,,,0.7,77.15,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13936.144848000002,ft,,in,,in,,,,False,False,False
12710.0,40.03,0.344,,,45747.8,GirthWeld,,,,,,,,,,5.0,0.7,84.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13943.929440000002,ft,,in,,in,,,,False,False,False
12710.0,,0.344,-0.54,39.49,45748.34,cluster,External,28.0,0.096,,,1.33,4.8,04:52:00,,,0.7,84.49,,,,1160.0,65000.0,,1342.0,1450.59,2014.11,1519.2,2109.37,1522.53,2113.99,0.76,1.82,120.0,13944.094031999999,ft,33.782,in,121.91999999999999,in,28.0,120.0,,True,True,False
12710.0,,0.344,-0.56,39.47,45748.36,metal loss,External,19.0,0.065,,,1.73,2.99,04:00:00,,,0.7,84.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1451.09,2014.8,,,,,,,120.0,13944.100128,ft,43.942,in,75.946,in,19.0,120.0,,True,True,False
12710.0,,0.344,-0.57,39.46,45748.38,metal loss,External,15.0,0.052,,,2.01,4.33,06:17:00,,,0.7,84.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1451.75,2015.72,,,,,,,180.0,13944.106224,ft,51.053999999999995,in,109.982,in,15.0,180.0,,True,True,False
12710.0,,0.344,-0.62,39.41,45748.42,metal loss,External,11.0,0.038,,,0.94,1.3,03:22:00,,,0.7,84.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,90.0,13944.118416,ft,23.875999999999998,in,33.019999999999996,in,11.0,90.0,,True,True,False
12710.0,,0.344,-0.64,39.39,45748.44,metal loss,External,20.0,0.069,,,0.75,1.34,03:01:00,,,0.7,84.52,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.37,2041.57,1542.08,2141.13,1542.41,2141.6,0.75,1.85,90.0,13944.124512000002,ft,19.049999999999997,in,34.036,in,20.0,90.0,,True,True,False
12720.0,25.23,0.344,,,45787.83,GirthWeld,,,,,,,,,,1.0,0.7,96.22,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13956.130584,ft,,in,,in,,,,False,False,False
12720.0,,0.344,-25.03,0.19,45812.87,metal loss,External,10.0,0.034,,,0.59,1.02,04:55:00,near girth weld,,0.7,104.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,13963.762776000001,ft,14.985999999999999,in,25.907999999999998,in,10.0,120.0,,True,True,False
12730.0,40.02,0.344,,,45813.06,GirthWeld,,,,,,,,,,1.0,1.0,104.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13963.820688,ft,,in,,in,,,,False,False,False
12730.0,,0.344,-1.15,38.87,45814.21,metal loss,External,13.0,0.045,,,1.5,0.59,03:16:00,,,1.0,104.65,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.16,2031.56,,,,,,,90.0,13964.171208,ft,38.099999999999994,in,14.985999999999999,in,13.0,90.0,,True,True,False
12740.0,40.03,0.344,,,45853.08,GirthWeld,,,,,,,,,,,1.0,117.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13976.018784000002,ft,,in,,in,,,,False,False,False
12750.0,18.47,0.344,,,45893.11,GirthWeld,,,,,,,,,,,1.0,130.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13988.219928,ft,,in,,in,,,,False,False,False
12760.0,40.1,0.344,,,45911.58,GirthWeld,,,,,,,,,,,1.0,135.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,13993.849584000001,ft,,in,,in,,,,False,False,False
12770.0,31.8,0.344,,,45951.67,GirthWeld,,,,,,,,,,,0.7,146.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,14006.069016,ft,,in,,in,,,,False,False,False
12780.0,40.11,0.344,,,45983.47,GirthWeld,,,,,,,,,,1.0,0.7,153.85,,,,1160.0,65000.0,,1342.0,,,,,,,,,,14015.761656,ft,,in,,in,,,,False,False,False
12780.0,,0.344,-39.01,1.1,46022.48,metal loss,External,27.0,0.093,,,1.61,2.36,07:36:00,,,0.7,162.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1442.29,2002.58,1509.49,2095.89,1513.23,2101.08,0.77,1.81,210.0,14027.651904000002,ft,40.894,in,59.943999999999996,in,27.0,210.0,,True,True,False
12790.0,40.18,0.344,,,46023.58,GirthWeld,,,,,,,,,,2.0,0.7,162.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,,14027.987184000001,ft,,in,,in,,,,False,False,False
12790.0,,0.344,-0.71,39.46,46024.29,metal loss,External,14.0,0.048,,,0.32,1.14,07:36:00,,,0.7,162.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.43,2048.6,,,,,,,210.0,14028.203592000002,ft,8.128,in,28.955999999999996,in,14.0,210.0,,True,True,False
12790.0,,0.344,-20.6,19.58,46044.18,metal loss,External,17.0,0.058,,,1.22,1.46,05:23:00,,,0.7,165.91,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.15,2032.94,,,,,,,150.0,14034.266064000001,ft,30.987999999999996,in,37.083999999999996,in,17.0,150.0,,True,True,False
12800.0,40.24,0.344,,,46063.76,GirthWeld,,,,,,,,,,47.0,0.7,166.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,14040.234048000002,ft,,in,,in,,,,False,False,False
12800.0,,0.344,-18.61,21.63,46082.37,metal loss,External,23.0,0.079,,,1.26,1.77,05:34:00,,,0.7,166.66,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.97,2024.35,1527.98,2121.56,1529.52,2123.7,0.76,1.83,150.0,14045.906376,ft,32.004,in,44.958,in,23.0,150.0,,True,True,False
12800.0,,0.344,-18.96,21.27,46082.72,metal loss,External,20.0,0.069,,,0.71,1.14,05:23:00,,,0.7,166.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.9,2042.3,1542.66,2141.95,1542.97,2142.38,0.75,1.85,150.0,14046.013056000002,ft,18.034,in,28.955999999999996,in,20.0,150.0,,True,True,False
12800.0,,0.344,-19.08,21.16,46082.84,metal loss,External,11.0,0.038,,,0.83,1.02,04:28:00,,,0.7,166.64,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,14046.049632,ft,21.081999999999997,in,25.907999999999998,in,11.0,120.0,,True,True,False
12800.0,,0.344,-19.31,20.93,46083.07,metal loss,External,34.0,0.117,,,1.02,1.58,05:14:00,,,0.7,166.62,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.19,2021.88,1525.38,2117.95,1528.23,2121.91,0.76,1.83,150.0,14046.119736,ft,25.907999999999998,in,40.132,in,34.0,150.0,,True,True,False
12800.0,,0.344,-19.81,20.43,46083.56,metal loss,External,10.0,0.034,,,1.77,2.09,05:34:00,,,0.7,166.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,14046.269088,ft,44.958,in,53.08599999999999,in,10.0,150.0,,True,True,False
12800.0,,0.344,-19.81,20.42,46083.57,metal loss,External,13.0,0.045,,,1.81,0.59,05:19:00,,,0.7,166.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.35,2024.88,,,,,,,150.0,14046.272136000001,ft,45.974,in,14.985999999999999,in,13.0,150.0,,True,True,False
12800.0,,0.344,-19.88,20.36,46083.64,metal loss,External,17.0,0.058,,,0.94,0.59,05:30:00,,,0.7,166.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.52,2039.01,,,,,,,150.0,14046.293472000001,ft,23.875999999999998,in,14.985999999999999,in,17.0,150.0,,True,True,False
12800.0,,0.344,-20.13,20.11,46083.89,metal loss,External,15.0,0.052,,,0.83,1.06,04:28:00,,,0.7,166.59,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.03,2042.48,,,,,,,120.0,14046.369672,ft,21.081999999999997,in,26.924,in,15.0,120.0,,True,True,False
12800.0,,0.344,-20.66,19.57,46084.42,metal loss,External,17.0,0.058,,,2.24,1.14,05:20:00,,,0.7,166.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1442.96,2003.52,,,,,,,150.0,14046.531216,ft,56.896,in,28.955999999999996,in,17.0,150.0,,True,True,False
12800.0,,0.344,-20.71,19.52,46084.47,metal loss,External,14.0,0.048,,,0.79,1.06,04:27:00,,,0.7,166.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.92,2043.73,,,,,,,120.0,14046.546456000002,ft,20.066,in,26.924,in,14.0,120.0,,True,True,False
12800.0,,0.344,-21.08,19.15,46084.84,metal loss,External,24.0,0.083,,,0.75,0.98,04:28:00,,,0.7,166.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.76,2039.34,1540.21,2138.55,1540.89,2139.49,0.75,1.84,120.0,14046.659232,ft,19.049999999999997,in,24.892,in,24.0,120.0,,True,True,False
12800.0,,0.344,-21.24,19.0,46085.0,metal loss,External,12.0,0.041,,,1.93,1.38,05:23:00,,,0.7,166.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,14046.708,ft,49.022,in,35.05199999999999,in,12.0,150.0,,True,True,False
12800.0,,0.344,-21.66,18.57,46085.42,metal loss,External,11.0,0.038,,,1.1,1.5,05:28:00,,,0.7,166.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,14046.836016,ft,27.94,in,38.099999999999994,in,11.0,150.0,,True,True,False
12800.0,,0.344,-21.87,18.36,46085.63,metal loss,External,15.0,0.052,,,1.69,1.73,04:26:00,,,0.7,166.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.54,2023.76,,,,,,,120.0,14046.900024,ft,42.925999999999995,in,43.942,in,15.0,120.0,,True,True,False
12800.0,,0.344,-21.97,18.27,46085.72,metal loss,External,10.0,0.034,,,0.71,1.02,05:29:00,,,0.7,166.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,14046.927456000001,ft,18.034,in,25.907999999999998,in,10.0,150.0,,True,True,False
12800.0,,0.344,-22.22,18.02,46085.98,metal loss,External,11.0,0.038,,,2.13,1.02,04:29:00,,,0.7,166.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,14047.006704000001,ft,54.102,in,25.907999999999998,in,11.0,120.0,,True,True,False
12800.0,,0.344,-22.86,17.38,46086.62,cluster,External,28.0,0.096,,,1.57,3.42,05:29:00,,,0.7,166.45,,,,1160.0,65000.0,,1342.0,1442.41,2002.74,1509.57,2096.0,1518.52,2108.42,0.77,1.81,150.0,14047.201776000002,ft,39.878,in,86.868,in,28.0,150.0,,True,True,False
12800.0,,0.344,-22.88,17.36,46086.64,metal loss,External,10.0,0.034,,,1.58,1.65,05:05:00,,,0.7,166.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,14047.207872,ft,40.132,in,41.91,in,10.0,150.0,,True,True,False
12800.0,,0.344,-23.52,16.72,46087.28,metal loss,External,31.0,0.107,,,0.94,1.26,04:26:00,,,0.7,166.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.64,2028.06,1530.73,2125.38,1532.75,2128.18,0.76,1.83,120.0,14047.402944,ft,23.875999999999998,in,32.004,in,31.0,120.0,,True,True,False
12800.0,,0.344,-23.56,16.67,46087.32,metal loss,External,20.0,0.069,,,0.87,1.14,05:25:00,,,0.7,166.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.45,2038.9,1539.94,2138.16,1540.38,2138.79,0.75,1.84,150.0,14047.415136000001,ft,22.098,in,28.955999999999996,in,20.0,150.0,,True,True,False
12800.0,,0.344,-23.86,16.38,46087.61,metal loss,External,19.0,0.065,,,0.71,1.18,05:24:00,,,0.7,166.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.2,2042.72,,,,,,,150.0,14047.503528000001,ft,18.034,in,29.971999999999998,in,19.0,150.0,,True,True,False
12800.0,,0.344,-23.97,16.26,46087.73,metal loss,External,10.0,0.034,,,0.94,1.18,04:26:00,,,0.7,166.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,14047.540104000002,ft,23.875999999999998,in,29.971999999999998,in,10.0,120.0,,True,True,False
12800.0,,0.344,-24.21,16.02,46087.97,metal loss,External,13.0,0.045,,,0.83,1.06,04:29:00,,,0.7,166.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,120.0,14047.613256,ft,21.081999999999997,in,26.924,in,13.0,120.0,,True,True,False
12800.0,,0.344,-24.57,15.67,46088.33,metal loss,External,14.0,0.048,,,0.79,1.14,05:18:00,,,0.7,166.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.92,2043.73,,,,,,,150.0,14047.722984000002,ft,20.066,in,28.955999999999996,in,14.0,150.0,,True,True,False
12800.0,,0.344,-24.76,15.47,46088.52,metal loss,External,16.0,0.055,,,0.71,1.22,05:18:00,,,0.7,166.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.08,2043.95,,,,,,,150.0,14047.780896,ft,18.034,in,30.987999999999996,in,16.0,150.0,,True,True,False
12800.0,,0.344,-24.79,15.45,46088.55,metal loss,External,10.0,0.034,,,0.75,1.02,04:30:00,,,0.7,166.33,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,14047.790040000002,ft,19.049999999999997,in,25.907999999999998,in,10.0,120.0,,True,True,False
12800.0,,0.344,-25.16,15.08,46088.91,metal loss,External,13.0,0.045,,,1.38,1.5,05:23:00,,,0.7,166.31,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.91,2034.0,,,,,,,150.0,14047.899768000001,ft,35.05199999999999,in,38.099999999999994,in,13.0,150.0,,True,True,False
12800.0,,0.344,-25.41,14.82,46089.17,metal loss,External,11.0,0.038,,,0.51,1.14,05:20:00,,,0.7,166.29,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,14047.979016,ft,12.953999999999999,in,28.955999999999996,in,11.0,150.0,,True,True,False
12800.0,,0.344,-25.69,14.54,46089.45,metal loss,External,17.0,0.058,,,0.98,1.18,04:30:00,,,0.7,166.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.97,2038.24,,,,,,,120.0,14048.06436,ft,24.892,in,29.971999999999998,in,17.0,120.0,,True,True,False
12800.0,,0.344,-25.75,14.48,46089.51,metal loss,External,12.0,0.041,,,0.91,1.46,05:18:00,,,0.7,166.27,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,14048.082648000001,ft,23.114,in,37.083999999999996,in,12.0,150.0,,True,True,False
12800.0,,0.344,-26.07,14.17,46089.83,metal loss,External,13.0,0.045,,,0.79,1.3,05:24:00,,,0.7,166.25,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.26,2044.19,,,,,,,150.0,14048.180184,ft,20.066,in,33.019999999999996,in,13.0,150.0,,True,True,False
12800.0,,0.344,-26.28,13.96,46090.03,metal loss,External,16.0,0.055,,,0.83,1.18,04:28:00,,,0.7,166.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.64,2041.95,,,,,,,120.0,14048.241144,ft,21.081999999999997,in,29.971999999999998,in,16.0,120.0,,True,True,False
12800.0,,0.344,-26.44,13.8,46090.2,metal loss,External,19.0,0.065,,,0.71,1.34,05:19:00,,,0.7,166.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.2,2042.72,,,,,,,150.0,14048.29296,ft,18.034,in,34.036,in,19.0,150.0,,True,True,False
12800.0,,0.344,-27.62,12.61,46091.38,metal loss,External,14.0,0.048,,,0.94,1.1,04:39:00,,,0.7,166.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.01,2041.08,,,,,,,120.0,14048.652624,ft,23.875999999999998,in,27.94,in,14.0,120.0,,True,True,False
