J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2007
14710.0,39.98,0.344,,,52453.44,GirthWeld,,,,,,,,,,,0.7,134.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15987.808512000001,ft,,in,,in,,,,False,False,False,16022.405439833712
14720.0,40.03,0.344,,,52493.41,GirthWeld,,,,,,,,,,,0.7,135.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,15999.991368000003,ft,,in,,in,,,,False,False,False,16034.594149898892
14730.0,40.1,0.344,,,52533.44,GirthWeld,,,,,,,,,,,0.7,137.66,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16012.192512000001,ft,,in,,in,,,,False,False,False,16046.801156751757
14740.0,40.1,0.344,,,52573.54,GirthWeld,,,,,,,,,,,0.7,139.53,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16024.414992000002,ft,,in,,in,,,,False,False,False,16059.029509856928
14750.0,40.07,0.344,,,52613.65,GirthWeld,,,,,,,,,,,0.7,141.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16036.64052,ft,,in,,in,,,,False,False,False,16071.260912426711
14760.0,40.14,0.344,,,52653.72,GirthWeld,,,,,,,,,,,0.7,143.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16048.853856000002,ft,,in,,in,,,,False,False,False,16083.480117138039
14770.0,40.16,0.344,,,52693.86,GirthWeld,,,,,,,,,,,0.7,145.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16061.088528,ft,,in,,in,,,,False,False,False,16095.720668101665
14780.0,40.11,0.344,,,52734.02,GirthWeld,,,,,,,,,,,0.7,147.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16073.329296,ft,,in,,in,,,,False,False,False,16107.967317994524
14790.0,40.13,0.344,,,52774.13,GirthWeld,,,,,,,,,,,0.7,150.2,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16085.554824,ft,,in,,in,,,,False,False,False,16120.198720564309
14800.0,40.03,0.344,,,52814.26,GirthWeld,,,,,,,,,,,0.7,152.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16097.786448,ft,,in,,in,,,,False,False,False,16132.436222063323
14810.0,18.48,0.344,,,52854.29,GirthWeld,,,,,,,,,,,0.7,156.17,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16109.987592000001,ft,,in,,in,,,,False,False,False,16144.643228916191
14820.0,40.09,0.344,,,52872.77,GirthWeld,,,,,,,,,,,0.7,157.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16115.620296,ft,,in,,in,,,,False,False,False,16150.278639524257
14830.0,40.08,0.344,,,52912.86,GirthWeld,,,,,,,,,,,1.0,160.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16127.839728,ft,,in,,in,,,,False,False,False,16162.503943164815
14840.0,40.11,0.344,,,52952.94,GirthWeld,,,,,,,,,,,0.7,163.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16140.056112000002,ft,,in,,in,,,,False,False,False,16174.726197340755
14850.0,40.09,0.344,,,52993.05,GirthWeld,,,,,,,,,,,0.7,166.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16152.281640000001,ft,,in,,in,,,,False,False,False,16186.95759991054
14860.0,40.02,0.344,,,53033.14,GirthWeld,,,,,,,,,,,0.7,168.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16164.501072000001,ft,,in,,in,,,,False,False,False,16199.182903551095
14870.0,39.93,0.344,,,53073.16,GirthWeld,,,,,,,,,,,0.7,171.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16176.699168000001,ft,,in,,in,,,,False,False,False,16211.386860939347
14870.0,,,,,53075.12,AGM,,,,,,,,,AGM#21 AT A/M LF 10/ ON ROW,,,171.46,,,,,,,,,,,,,,,,,16177.296576000002,ft,,in,,in,,,,False,False,False,16211.98455600384
14880.0,39.94,0.344,,,53113.1,GirthWeld,,,,,,,,,,,1.0,174.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16188.87288,ft,,in,,in,,,,False,False,False,16223.56642261068
14890.0,40.0,0.344,,,53153.04,GirthWeld,,,,,,,,,,1.0,0.7,179.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16201.046592,ft,,in,,in,,,,False,False,False,16235.745984282014
14890.0,,0.344,-39.09,0.92,53192.12,metal loss,External,22.0,0.076,,,0.87,4.05,06:36:00,,,0.7,184.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.32,2037.33,1538.63,2136.35,1539.31,2137.29,0.75,1.84,180.0,16212.958176000002,ft,22.098,in,102.86999999999999,in,22.0,180.0,,True,True,False,16247.66329199648
14900.0,40.11,0.344,,,53193.04,GirthWeld,,,,,,,,,,2.0,0.7,184.91,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16213.238592000002,ft,,in,,in,,,,False,False,False,16247.943842741037
14900.0,,0.344,-0.8,39.31,53193.84,metal loss,External,10.0,0.034,,,0.94,2.76,08:55:00,,,0.7,185.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,240.0,16213.482431999999,ft,23.875999999999998,in,70.10399999999998,in,10.0,240.0,,True,True,False,16248.187799910214
14900.0,,0.344,-0.82,39.3,53193.86,metal loss,External,12.0,0.041,,,1.58,2.44,04:58:00,,,0.7,185.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,16213.488528000002,ft,40.132,in,61.97599999999999,in,12.0,120.0,,True,True,False,16248.193898839447
14910.0,40.1,0.344,,,53233.15,GirthWeld,,,,,,,,,,2.0,0.7,191.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16225.46412,ft,,in,,in,,,,False,False,False,16260.17524531082
14910.0,,0.344,-1.13,38.97,53234.28,metal loss,External,13.0,0.045,,,0.51,0.71,07:09:00,,,0.7,191.32,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.43,2047.21,,,,,,,210.0,16225.808544000001,ft,12.953999999999999,in,18.034,in,13.0,210.0,,True,True,False,16260.519834812289
14910.0,,0.344,-31.1,8.99,53264.25,Dent,,,,1.6,0.384,18.09,5.59,06:12:00,,,0.7,196.26,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,16234.9434,ft,459.486,in,141.986,in,,180.0,,True,False,False,16269.65908026271
14920.0,39.96,0.344,,,53273.25,GirthWeld,,,,,,,,,,3.0,0.7,197.74,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16237.6866,ft,,in,,in,,,,False,False,False,16272.403598415991
14920.0,,0.344,-1.69,38.27,53274.94,metal loss,External,13.0,0.045,,,0.91,1.42,04:51:00,,,0.7,198.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,120.0,16238.201712000002,ft,23.114,in,36.068,in,13.0,120.0,,True,True,False,16272.918957935886
14920.0,,0.344,-1.99,37.97,53275.24,metal loss,External,10.0,0.034,,,0.63,1.1,05:10:00,,,0.7,198.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,16238.293152,ft,16.002,in,27.94,in,10.0,150.0,,True,True,False,16273.010441874327
14920.0,,0.344,-39.84,0.12,53313.09,metal loss,External,10.0,0.034,,,0.51,0.63,06:22:00,affecting girth weld,,0.7,204.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,16249.829832,ft,12.953999999999999,in,16.002,in,10.0,180.0,,True,True,False,16284.552665441175
14930.0,39.95,0.344,,,53313.21,GirthWeld,,,,,,,,,,,0.7,204.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16249.866408,ft,,in,,in,,,,False,False,False,16284.589259016553
14940.0,39.89,0.344,,,53353.16,GirthWeld,,,,,,,,,,,0.7,210.37,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16262.043168000002,ft,,in,,in,,,,False,False,False,16296.771870152505
14950.0,39.98,0.344,,,53393.05,GirthWeld,,,,,,,,,,,0.7,214.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16274.201640000001,ft,,in,,in,,,,False,False,False,16308.936184500762
14960.0,40.08,0.344,,,53433.03,GirthWeld,,,,,,,,,,,0.7,217.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16286.387544000001,ft,,in,,in,,,,False,False,False,16321.127944030555
14970.0,40.12,0.344,,,53473.11,GirthWeld,,,,,,,,,,,0.7,219.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16298.603928,ft,,in,,in,,,,False,False,False,16333.350198206495
14980.0,40.08,0.344,,,53513.23,GirthWeld,,,,,,,,,,,0.7,221.35,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16310.832504000002,ft,,in,,in,,,,False,False,False,16345.584650240897
14990.0,40.02,0.344,,,53553.31,GirthWeld,,,,,,,,,,,0.7,223.56,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16323.048888,ft,,in,,in,,,,False,False,False,16357.806904416835
15000.0,31.32,0.344,,,53593.33,GirthWeld,,,,,,,,,,,0.7,225.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16335.246984000001,ft,,in,,in,,,,False,False,False,16370.010861805089
15010.0,40.12,0.344,,,53624.64,GirthWeld,,,,,,,,,,,0.7,227.9,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16344.790272,ft,,in,,in,,,,False,False,False,16379.558735513887
15020.0,40.1,0.344,,,53664.76,GirthWeld,,,,,,,,,,,0.7,226.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16357.018848000002,ft,,in,,in,,,,False,False,False,16391.793187548286
15030.0,40.05,0.344,,,53704.87,GirthWeld,,,,,,,,,,,0.7,219.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16369.244376000002,ft,,in,,in,,,,False,False,False,16404.02459011807
15040.0,39.92,0.344,,,53744.92,GirthWeld,,,,,,,,,,,0.7,205.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16381.451616,ft,,in,,in,,,,False,False,False,16416.237695900167
15050.0,40.04,0.344,,,53784.83,GirthWeld,,,,,,,,,,1.0,0.7,187.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16393.616184000002,ft,,in,,in,,,,False,False,False,16428.408109177657
15050.0,,0.344,-39.15,0.88,53823.99,metal loss,External,15.0,0.052,,,0.63,1.26,07:01:00,,,0.7,168.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.08,2045.34,,,,,,,210.0,16405.552152,ft,16.002,in,32.004,in,15.0,210.0,,True,True,False,16440.349812609038
15060.0,32.43,0.344,,,53824.87,GirthWeld,,,,,,,,,,,0.7,168.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16405.820376000003,ft,,in,,in,,,,False,False,False,16440.61816549514
15070.0,40.0,0.344,,,53857.3,GirthWeld,,,,,,,,,,,0.7,153.93,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16415.70504,ft,,in,,in,,,,False,False,False,16450.50757924079
15080.0,39.92,0.344,,,53897.3,GirthWeld,,,,,,,,,,,0.7,138.66,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16427.897040000003,ft,,in,,in,,,,False,False,False,16462.705437699817
15090.0,39.97,0.344,,,53937.23,GirthWeld,,,,,,,,,,,0.7,128.37,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16440.067704,ft,,in,,in,,,,False,False,False,16474.881949906532
15100.0,40.04,0.344,,,53977.19,GirthWeld,,,,,,,,,,,0.7,122.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16452.247512,ft,,in,,in,,,,False,False,False,16487.067610507096
15110.0,40.01,0.344,,,54017.23,GirthWeld,,,,,,,,,,,0.7,121.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16464.451704000003,ft,,in,,in,,,,False,False,False,16499.27766682458
15120.0,40.07,0.344,,,54057.24,GirthWeld,,,,,,,,,,,0.7,119.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16476.646752,ft,,in,,in,,,,False,False,False,16511.478574748213
15130.0,31.37,0.344,,,54097.31,GirthWeld,,,,,,,,,,,0.7,117.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16488.860088,ft,,in,,in,,,,False,False,False,16523.69777945954
15140.0,40.32,0.344,,,54128.69,GirthWeld,,,,,,,,,,,0.7,111.22,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16498.424712,ft,,in,,in,,,,False,False,False,16533.26699942064
15150.0,13.65,0.5,,,54169.01,GirthWeld,,,,,,,,,,,0.7,97.21,,,,1160.0,60000.0,,1800.0,,,,,,,,,,16510.714248,ft,,in,,in,,,,False,False,False,16545.562440747337
15150.0,,,,,54176.2,Bend,,,,,,,,,5.9D -  45° - Sag,,,95.38,,,,,,,,,,,,,,,,,16512.90576,ft,,in,,in,,,,False,False,False,16547.755005805346
15160.0,40.56,0.344,,,54182.66,GirthWeld,,,,,,,,,,,0.7,97.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16514.874768,ft,,in,,in,,,,False,False,False,16549.724959946478
15170.0,40.27,0.344,,,54223.22,GirthWeld,,,,,,,,,,,0.7,114.54,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16527.237456000003,ft,,in,,in,,,,False,False,False,16562.09358842393
15170.0,,,,,54236.45,Attachment,,,,,,,,05:30:00,Repair Marker 2012 Dig #38 Recoat,,,117.7,,,,,,,,,,,,,,,,150.0,16531.26996,ft,,in,,in,,150.0,,True,False,False,16566.12803010925
15170.0,,,,,54236.76,Area Start Sleeve,,,,,,,,,2012 Dig #38,,,117.75,,,,,,,,,,,,,,,,,16531.364448,ft,,in,,in,,,,False,False,False,16566.222563512307
15170.0,,,,,54239.02,Area End Sleeve,,,,,,,,,2012 Dig #38,,,118.14,,,,,,,,,,,,,,,,,16532.053296,ft,,in,,in,,,,False,False,False,16566.911742515236
15170.0,,,,,54247.38,Area Start Sleeve,,,,,,,,,2012 Dig #38,,,119.25,,,,,,,,,,,,,,,,,16534.601424,ft,,in,,in,,,,False,False,False,16569.461094933176
15170.0,,,,,54254.32,Area End Sleeve,,,,,,,,,2012 Dig #38,,,119.75,,,,,,,,,,,,,,,,,16536.716736000002,ft,,in,,in,,,,False,False,False,16571.577423375817
15170.0,,,,,54254.97,Attachment,,,,,,,,05:30:00,Repair Marker 2012 Dig #38 Recoat,,,119.78,,,,,,,,,,,,,,,,150.0,16536.914856,ft,,in,,in,,150.0,,True,False,False,16571.775638575775
15180.0,8.25,0.344,,,54263.5,GirthWeld,,,,,,,,,,,0.7,119.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16539.5148,ft,,in,,in,,,,False,False,False,16574.37683189216
15190.0,40.03,0.344,,,54271.75,GirthWeld,,,,,,,,,,,0.7,120.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16542.0294,ft,,in,,in,,,,False,False,False,16576.892640199334
15200.0,39.95,0.344,,,54311.78,GirthWeld,,,,,,,,,,,0.7,123.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16554.230544000002,ft,,in,,in,,,,False,False,False,16589.099647052204
15210.0,40.0,0.344,,,54351.73,GirthWeld,,,,,,,,,,,0.7,129.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16566.407304,ft,,in,,in,,,,False,False,False,16601.282258188152
15210.0,,,,,54356.61,Attachment,,,,,,,,06:00:00,Repair Marker,,,130.15,,,,,,,,,,,,,,,,180.0,16567.894728,ft,,in,,in,,180.0,,True,False,False,16602.77039692015
15210.0,,,,,54357.76,Area Start Sleeve,,,,,,,,,2012 Dig #39,,,130.41,,,,,,,,,,,,,,,,,16568.245248000003,ft,,in,,in,,,,False,False,False,16603.12108535085
15210.0,,,,,54359.42,Area End Sleeve,,,,,,,,,2012 Dig #39,,,130.79,,,,,,,,,,,,,,,,,16568.751216,ft,,in,,in,,,,False,False,False,16603.627296476898
15210.0,,,,,54359.76,Attachment,,,,,,,,06:00:00,Repair Marker,,,130.88,,,,,,,,,,,,,,,,180.0,16568.854848000003,ft,,in,,in,,180.0,,True,False,False,16603.7309782738
15220.0,40.04,0.344,,,54391.73,GirthWeld,,,,,,,,,,,0.7,139.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16578.599304000003,ft,,in,,in,,,,False,False,False,16613.480116647177
15230.0,40.04,0.344,,,54431.77,GirthWeld,,,,,,,,,,,0.7,151.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16590.803496,ft,,in,,in,,,,False,False,False,16625.690172964656
15230.0,,,,,54470.3,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #40 Recoat,,,165.44,,,,,,,,,,,,,,,,180.0,16602.547440000002,ft,,in,,in,,180.0,,True,False,False,16637.439760125308
15240.0,34.46,0.344,,,54471.81,GirthWeld,,,,,,,,,,3.0,0.7,166.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16603.007688,ft,,in,,in,,,,False,False,False,16637.900229282135
15240.0,,0.344,-0.78,33.68,54472.58,metal loss,External,12.0,0.041,,,1.65,0.63,05:05:00,Recoat,,0.7,166.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,16603.242384,ft,41.91,in,16.002,in,12.0,150.0,,True,True,False,16638.135038057473
15240.0,,0.344,-0.79,33.67,54472.6,metal loss,External,28.0,0.096,,,0.83,1.46,05:30:00,Recoat,,0.7,166.29,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.56,2034.89,1536.49,2133.37,1537.71,2135.07,0.75,1.84,150.0,16603.248480000002,ft,21.081999999999997,in,37.083999999999996,in,28.0,150.0,,True,True,False,16638.141136986702
15240.0,,0.344,-0.79,33.66,54472.6,metal loss,External,23.0,0.079,,,0.83,5.79,06:12:00,Recoat,,0.7,166.29,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.79,2037.99,1539.14,2137.06,1539.85,2138.04,0.75,1.84,180.0,16603.248480000002,ft,21.081999999999997,in,147.066,in,23.0,180.0,,True,True,False,16638.141136986702
15240.0,,,,,54472.91,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #40 Recoat,,,166.4,,,,,,,,,,,,,,,,180.0,16603.342968,ft,,in,,in,,180.0,,True,False,False,16638.23567038976
15250.0,39.96,0.344,,,54506.26,GirthWeld,,,,,,,,,,,0.7,178.7,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16613.508048,ft,,in,,in,,,,False,False,False,16648.405634879968
15260.0,40.13,0.344,,,54546.23,GirthWeld,,,,,,,,,,,0.7,194.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16625.690904000003,ft,,in,,in,,,,False,False,False,16660.594344945148
15270.0,40.26,0.344,,,54586.36,GirthWeld,,,,,,,,,,,0.7,210.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16637.922528000003,ft,,in,,in,,,,False,False,False,16672.83184644416
15270.0,,,,,54625.49,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #41 Recoat,,,218.69,,,,,,,,,,,,,,,,180.0,16649.849352,ft,,in,,in,,180.0,,True,False,False,16684.7644014817
15280.0,31.5,0.344,,,54626.62,GirthWeld,,,,,,,,,,1.0,0.7,218.81,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16650.193776,ft,,in,,in,,,,False,False,False,16685.108990983168
15280.0,,0.344,-0.79,30.71,54627.4,metal loss,External,21.0,0.072,,,0.55,2.87,06:11:00,Recoat,,0.7,218.9,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.74,2044.86,1544.7,2144.77,1544.93,2145.1,0.75,1.85,180.0,16650.431520000002,ft,13.97,in,72.898,in,21.0,180.0,,True,True,False,16685.34684922312
15280.0,,,,,54627.81,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #41 Recoat,,,218.95,,,,,,,,,,,,,,,,180.0,16650.556488,ft,,in,,in,,180.0,,True,False,False,16685.47187727232
15290.0,40.05,0.344,,,54658.12,GirthWeld,,,,,,,,,,,1.0,221.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16659.794976,ft,,in,,in,,,,False,False,False,16694.714804519648
15300.0,40.01,0.344,,,54698.17,GirthWeld,,,,,,,,,,,0.7,222.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16672.002216,ft,,in,,in,,,,False,False,False,16706.927910301743
15310.0,39.98,0.344,,,54738.18,GirthWeld,,,,,,,,,,,0.7,222.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16684.197264000002,ft,,in,,in,,,,False,False,False,16719.12881822538
15320.0,40.01,0.344,,,54778.15,GirthWeld,,,,,,,,,,,1.0,222.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16696.38012,ft,,in,,in,,,,False,False,False,16731.31752829056
15330.0,39.99,0.344,,,54818.17,GirthWeld,,,,,,,,,,,0.7,222.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16708.578216,ft,,in,,in,,,,False,False,False,16743.52148567881
15340.0,39.97,0.344,,,54858.16,GirthWeld,,,,,,,,,,,0.7,222.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16720.767168000002,ft,,in,,in,,,,False,False,False,16755.71629467322
15350.0,40.03,0.344,,,54898.13,GirthWeld,,,,,,,,,,,1.0,222.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16732.950024,ft,,in,,in,,,,False,False,False,16767.905004738397
15360.0,40.08,0.344,,,54938.17,GirthWeld,,,,,,,,,,,0.7,222.12,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16745.154216,ft,,in,,in,,,,False,False,False,16780.115061055876
15370.0,40.01,0.344,,,54978.24,GirthWeld,,,,,,,,,,,0.7,221.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16757.367552,ft,,in,,in,,,,False,False,False,16792.334265767204
15380.0,40.08,0.344,,,55018.26,GirthWeld,,,,,,,,,,,0.7,222.57,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16769.565648,ft,,in,,in,,,,False,False,False,16804.538223155454
15390.0,40.04,0.344,,,55058.33,GirthWeld,,,,,,,,,,,1.0,223.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16781.778984,ft,,in,,in,,,,False,False,False,16816.75742786678
15400.0,40.09,0.344,,,55098.37,GirthWeld,,,,,,,,,,,1.0,224.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16793.983176,ft,,in,,in,,,,False,False,False,16828.967484184264
15410.0,40.1,0.344,,,55138.46,GirthWeld,,,,,,,,,,,0.7,226.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16806.202608,ft,,in,,in,,,,False,False,False,16841.192787824817
15420.0,40.13,0.344,,,55178.55,GirthWeld,,,,,,,,,,,0.7,227.53,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16818.42204,ft,,in,,in,,,,False,False,False,16853.418091465373
15430.0,40.06,0.344,,,55218.69,GirthWeld,,,,,,,,,,,0.7,229.1,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16830.656712,ft,,in,,in,,,,False,False,False,16865.658642429
15440.0,40.12,0.344,,,55258.75,GirthWeld,,,,,,,,,,,0.7,230.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16842.867000000002,ft,,in,,in,,,,False,False,False,16877.874797675715
15450.0,40.08,0.344,,,55298.87,GirthWeld,,,,,,,,,,,0.7,232.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16855.095576000003,ft,,in,,in,,,,False,False,False,16890.109249710116
15460.0,40.1,0.344,,,55338.95,GirthWeld,,,,,,,,,,,0.7,233.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16867.31196,ft,,in,,in,,,,False,False,False,16902.331503886053
15470.0,39.91,0.344,,,55379.05,GirthWeld,,,,,,,,,,,1.0,234.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16879.534440000003,ft,,in,,in,,,,False,False,False,16914.559856991225
15480.0,40.1,0.344,,,55418.96,GirthWeld,,,,,,,,,,,0.7,235.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16891.699008,ft,,in,,in,,,,False,False,False,16926.730270268712
15480.0,,,,,55432.17,AGM,,,,,,,,,AGM#22 AT PLM/ ON ROW,,,235.68,,,,,,,,,,,,,,,,,16895.725416,ft,,in,,in,,,,False,False,False,16930.758613024806
15490.0,40.02,0.344,,,55459.07,GirthWeld,,,,,,,,,,,1.0,235.62,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16903.924536000002,ft,,in,,in,,,,False,False,False,16938.961672838497
15500.0,40.04,0.344,,,55499.09,GirthWeld,,,,,,,,,,,0.7,235.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16916.122632,ft,,in,,in,,,,False,False,False,16951.165630226747
15510.0,40.1,0.344,,,55539.13,GirthWeld,,,,,,,,,,,1.0,234.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16928.326824,ft,,in,,in,,,,False,False,False,16963.37568654423
15520.0,40.09,0.344,,,55579.22,GirthWeld,,,,,,,,,,,0.7,232.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16940.546256,ft,,in,,in,,,,False,False,False,16975.600990184786
15530.0,40.06,0.344,,,55619.31,GirthWeld,,,,,,,,,,1.0,1.0,231.22,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16952.765688,ft,,in,,in,,,,False,False,False,16987.82629382534
15530.0,,0.344,-34.24,5.82,55653.55,metal loss manufacturing,,11.0,0.038,,,0.35,0.63,04:03:00,,,1.0,228.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,16963.20204,ft,8.889999999999999,in,16.002,in,11.0,120.0,,True,True,False,16998.267660666264
15540.0,40.1,0.344,,,55659.37,GirthWeld,,,,,,,,,,1.0,0.7,228.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16964.975976,ft,,in,,in,,,,False,False,False,17000.042449072054
15540.0,,0.344,-36.98,3.12,55696.34,metal loss manufacturing,,18.0,0.062,,,0.39,0.87,03:06:00,,,0.7,225.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,90.0,16976.244432,ft,9.906,in,22.098,in,18.0,90.0,,True,True,False,17011.3163197528
15550.0,33.07,0.344,,,55699.46,GirthWeld,,,,,,,,,,,0.7,224.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16977.195408,ft,,in,,in,,,,False,False,False,17012.267752712607
15560.0,40.12,0.344,,,55732.54,GirthWeld,,,,,,,,,,,0.7,222.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16987.278192,ft,,in,,in,,,,False,False,False,17022.35538165822
15560.0,,,,,55754.38,Tap,,,,,,,,12:00:00,,,,220.62,,,,,,,,,,,,,,,,0.0,16993.935024,ft,,in,,in,,0.0,,True,False,False,17029.015412376844
15570.0,40.04,0.344,,,55772.66,GirthWeld,,,,,,,,,,,0.7,219.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,,16999.506768000003,ft,,in,,in,,,,False,False,False,17034.589833692622
